time,sub,run,half,fROI-lMMPFC-lmmpfc-ls2-splithalf-01,fROI-lMMPFC-lmmpfc-ls2-splithalf-02,fROI-rMMPFC-rmmpfc-rs2-splithalf-01,fROI-rMMPFC-rmmpfc-rs2-splithalf-02
68,pixar109,run-01,splithalf-01,,-0.7728032,,-0.81704015
69,pixar109,run-01,splithalf-01,,-0.95728415,,0.85782635
70,pixar109,run-01,splithalf-01,,1.0257115,,0.7224701
71,pixar109,run-01,splithalf-01,,0.6707183,,-0.22424105
72,pixar109,run-01,splithalf-01,,0.97447425,,-0.11898156
73,pixar109,run-01,splithalf-01,,1.3934858,,-0.095788494
74,pixar109,run-01,splithalf-01,,1.0121107,,0.7037691
75,pixar109,run-01,splithalf-01,,-0.65981746,,0.019076481
76,pixar109,run-01,splithalf-01,,-2.0869107,,-1.3865588
77,pixar109,run-01,splithalf-01,,0.030181289,,1.0553694
78,pixar109,run-01,splithalf-01,,-0.6550559,,-1.0696039
79,pixar109,run-01,splithalf-01,,-0.64252293,,-0.9873104
80,pixar109,run-01,splithalf-01,,0.48304898,,0.42856446
81,pixar109,run-01,splithalf-01,,0.9227438,,0.73447096
0,pixar109,run-01,splithalf-02,-0.77532053,,-0.21435277,
1,pixar109,run-01,splithalf-02,0.3523609,,0.73748326,
2,pixar109,run-01,splithalf-02,-0.22459798,,0.89814436,
3,pixar109,run-01,splithalf-02,0.043715257,,0.051038157,
4,pixar109,run-01,splithalf-02,0.034636375,,0.4299116,
5,pixar109,run-01,splithalf-02,0.34083357,,1.0273205,
6,pixar109,run-01,splithalf-02,0.7639333,,0.9387585,
7,pixar109,run-01,splithalf-02,-0.690514,,0.45004147,
8,pixar109,run-01,splithalf-02,-1.2273396,,0.23151979,
9,pixar109,run-01,splithalf-02,-0.5603687,,0.64369166,
10,pixar109,run-01,splithalf-02,-0.66859263,,0.94908696,
11,pixar109,run-01,splithalf-02,0.19973315,,1.3961564,
12,pixar109,run-01,splithalf-02,-0.12826109,,0.8762938,
13,pixar109,run-01,splithalf-02,-0.82864964,,0.42829418,
14,pixar109,run-01,splithalf-02,-0.096272804,,0.6783417,
15,pixar109,run-01,splithalf-02,0.0522707,,0.36690426,
16,pixar109,run-01,splithalf-02,-0.029462382,,0.6722124,
17,pixar109,run-01,splithalf-02,0.10715415,,0.5653956,
18,pixar109,run-01,splithalf-02,0.23743907,,-0.17980155,
19,pixar109,run-01,splithalf-02,-0.10857986,,0.19065255,
20,pixar109,run-01,splithalf-02,0.73441,,0.9918087,
21,pixar109,run-01,splithalf-02,0.1462246,,0.22899163,
22,pixar109,run-01,splithalf-02,0.31839746,,-0.046761714,
23,pixar109,run-01,splithalf-02,0.34726748,,0.3299904,
24,pixar109,run-01,splithalf-02,0.11942764,,0.06608314,
25,pixar109,run-01,splithalf-02,0.8507454,,0.48058063,
26,pixar109,run-01,splithalf-02,0.86693704,,0.08824158,
27,pixar109,run-01,splithalf-02,0.47715712,,-0.058815263,
28,pixar109,run-01,splithalf-02,0.44198093,,0.7294289,
29,pixar109,run-01,splithalf-02,0.6537944,,1.140977,
30,pixar109,run-01,splithalf-02,-2.0442894,,-2.164843,
31,pixar109,run-01,splithalf-02,-1.2203293,,-0.6493939,
32,pixar109,run-01,splithalf-02,0.20792659,,1.5748731,
33,pixar109,run-01,splithalf-02,-0.22574529,,-0.0090321805,
34,pixar109,run-01,splithalf-02,-0.82810146,,-0.7932432,
35,pixar109,run-01,splithalf-02,-0.29447174,,0.007980114,
36,pixar109,run-01,splithalf-02,-0.28236604,,0.9739706,
37,pixar109,run-01,splithalf-02,-0.7420511,,1.0607119,
38,pixar109,run-01,splithalf-02,-0.01519624,,0.88091296,
39,pixar109,run-01,splithalf-02,0.1763441,,0.7097403,
40,pixar109,run-01,splithalf-02,0.23414071,,-0.4198225,
41,pixar109,run-01,splithalf-02,-0.77466697,,-0.13475859,
42,pixar109,run-01,splithalf-02,-0.1360483,,0.4267457,
43,pixar109,run-01,splithalf-02,-0.33509237,,0.942691,
44,pixar109,run-01,splithalf-02,0.17200035,,1.3794792,
45,pixar109,run-01,splithalf-02,0.10431965,,0.537436,
46,pixar109,run-01,splithalf-02,-0.64657605,,0.08792391,
47,pixar109,run-01,splithalf-02,1.0879183,,0.98617804,
48,pixar109,run-01,splithalf-02,0.7818351,,0.09175833,
49,pixar109,run-01,splithalf-02,0.34816527,,-0.4502597,
50,pixar109,run-01,splithalf-02,1.1517057,,-1.2900743,
51,pixar109,run-01,splithalf-02,0.34599948,,-0.9575497,
52,pixar109,run-01,splithalf-02,0.45252904,,-0.6750102,
53,pixar109,run-01,splithalf-02,-0.015654186,,-0.008092669,
54,pixar109,run-01,splithalf-02,0.30466032,,-0.3742566,
55,pixar109,run-01,splithalf-02,-0.6125304,,-1.556954,
56,pixar109,run-01,splithalf-02,-1.1714487,,-1.0734638,
57,pixar109,run-01,splithalf-02,-0.65009826,,-0.28409797,
58,pixar109,run-01,splithalf-02,-0.31333432,,-0.42435145,
59,pixar109,run-01,splithalf-02,0.35616422,,0.69305134,
60,pixar109,run-01,splithalf-02,0.017336458,,0.6509621,
61,pixar109,run-01,splithalf-02,-0.12014463,,-0.1711065,
62,pixar109,run-01,splithalf-02,0.64872664,,0.07165651,
63,pixar109,run-01,splithalf-02,1.4442613,,0.05874271,
64,pixar109,run-01,splithalf-02,0.07640865,,-0.5631067,
65,pixar109,run-01,splithalf-02,0.098162964,,0.6538098,
66,pixar109,run-01,splithalf-02,0.14017543,,-0.39835846,
67,pixar109,run-01,splithalf-02,0.5055997,,-1.0991579,
68,pixar109,run-01,splithalf-02,0.42216784,,-1.6108067,
69,pixar109,run-01,splithalf-02,0.31137356,,-0.7713249,
70,pixar109,run-01,splithalf-02,-0.8506106,,-0.68767565,
71,pixar109,run-01,splithalf-02,-0.18671313,,-0.71358854,
72,pixar109,run-01,splithalf-02,-0.1679666,,-0.8318426,
73,pixar109,run-01,splithalf-02,-0.18206127,,0.19753917,
74,pixar109,run-01,splithalf-02,-1.529585,,-0.51272875,
75,pixar109,run-01,splithalf-02,0.072108194,,0.2224441,
76,pixar109,run-01,splithalf-02,0.6592605,,-0.66576815,
77,pixar109,run-01,splithalf-02,0.6640383,,-2.0701609,
78,pixar109,run-01,splithalf-02,0.23615137,,-1.8429044,
79,pixar109,run-01,splithalf-02,-0.20423827,,-0.8710877,
80,pixar109,run-01,splithalf-02,0.18777427,,-1.3874686,
81,pixar109,run-01,splithalf-02,0.5919372,,-1.8337057,
0,pixar110,run-01,splithalf-01,,0.27918038,,1.1619748
1,pixar110,run-01,splithalf-01,,0.42486677,,0.9853565
2,pixar110,run-01,splithalf-01,,0.19456883,,-1.3767513
3,pixar110,run-01,splithalf-01,,,,
4,pixar110,run-01,splithalf-01,,,,
5,pixar110,run-01,splithalf-01,,-0.2094532,,-1.1301308
6,pixar110,run-01,splithalf-01,,-0.14401333,,-1.2052305
7,pixar110,run-01,splithalf-01,,-0.009521032,,-0.85154927
8,pixar110,run-01,splithalf-01,,0.35822657,,-0.58978796
9,pixar110,run-01,splithalf-01,,-0.468333,,-0.71163625
10,pixar110,run-01,splithalf-01,,0.5718539,,-0.034089603
11,pixar110,run-01,splithalf-01,,0.021424742,,0.0452952
12,pixar110,run-01,splithalf-01,,0.485604,,-0.48248497
13,pixar110,run-01,splithalf-01,,0.45935345,,-0.20704587
14,pixar110,run-01,splithalf-01,,0.07592747,,-0.26209262
15,pixar110,run-01,splithalf-01,,0.3542267,,-0.089178905
16,pixar110,run-01,splithalf-01,,-0.3317818,,0.02174921
17,pixar110,run-01,splithalf-01,,-0.49431452,,-0.24127686
18,pixar110,run-01,splithalf-01,,-0.79449356,,-0.44607097
19,pixar110,run-01,splithalf-01,,-1.274516,,-0.7719628
20,pixar110,run-01,splithalf-01,,0.022600655,,-0.19116938
21,pixar110,run-01,splithalf-01,,-1.8512793,,-2.5073464
22,pixar110,run-01,splithalf-01,,0.10746803,,0.3810235
23,pixar110,run-01,splithalf-01,,-0.6312295,,0.15685987
24,pixar110,run-01,splithalf-01,,-1.0841379,,-0.07692149
25,pixar110,run-01,splithalf-01,,0.18674055,,0.5596922
26,pixar110,run-01,splithalf-01,,-0.8726387,,-0.6190465
27,pixar110,run-01,splithalf-01,,-0.14457843,,-0.06971642
28,pixar110,run-01,splithalf-01,,-0.43388414,,-0.3313392
29,pixar110,run-01,splithalf-01,,0.16321294,,-0.67156875
30,pixar110,run-01,splithalf-01,,-0.15963939,,-0.7879707
31,pixar110,run-01,splithalf-01,,-1.245013,,-0.78888106
32,pixar110,run-01,splithalf-01,,-0.9784498,,-0.5757363
33,pixar110,run-01,splithalf-01,,-0.15975139,,0.5033529
34,pixar110,run-01,splithalf-01,,-0.2823539,,0.1395143
35,pixar110,run-01,splithalf-01,,-0.86787033,,0.08482251
36,pixar110,run-01,splithalf-01,,-0.88238037,,-0.29184765
37,pixar110,run-01,splithalf-01,,-0.61688584,,-0.5966345
38,pixar110,run-01,splithalf-01,,-0.18040647,,-1.1977593
39,pixar110,run-01,splithalf-01,,-0.97483176,,-1.1911068
40,pixar110,run-01,splithalf-01,,-1.4463862,,-1.1377392
41,pixar110,run-01,splithalf-01,,-0.29096735,,-0.026310975
42,pixar110,run-01,splithalf-01,,-0.29808146,,0.57103634
43,pixar110,run-01,splithalf-01,,0.15144137,,0.40619755
44,pixar110,run-01,splithalf-01,,-0.07843901,,0.43691796
45,pixar110,run-01,splithalf-01,,-0.03406914,,0.48239022
46,pixar110,run-01,splithalf-01,,0.1539459,,-0.14493072
47,pixar110,run-01,splithalf-01,,-0.10375713,,-0.4426582
48,pixar110,run-01,splithalf-01,,0.39498726,,-0.01744852
49,pixar110,run-01,splithalf-01,,2.3676376,,1.016144
50,pixar110,run-01,splithalf-01,,0.90019643,,0.63450754
51,pixar110,run-01,splithalf-01,,0.36785302,,0.31122237
52,pixar110,run-01,splithalf-01,,-0.37658948,,0.3802978
53,pixar110,run-01,splithalf-01,,-0.14182599,,-0.5544828
54,pixar110,run-01,splithalf-01,,-1.3136921,,-1.1513884
55,pixar110,run-01,splithalf-01,,-1.0516837,,-1.0708611
56,pixar110,run-01,splithalf-01,,-0.46822318,,-0.669196
57,pixar110,run-01,splithalf-01,,-0.429457,,0.17071688
58,pixar110,run-01,splithalf-01,,-0.86230814,,-0.35851553
59,pixar110,run-01,splithalf-01,,-0.16593938,,0.29446188
60,pixar110,run-01,splithalf-01,,1.6600068,,1.3186389
61,pixar110,run-01,splithalf-01,,1.5418085,,0.99158084
62,pixar110,run-01,splithalf-01,,2.059953,,2.5479305
63,pixar110,run-01,splithalf-01,,0.69851124,,0.91700995
64,pixar110,run-01,splithalf-01,,0.7822255,,0.68815374
65,pixar110,run-01,splithalf-01,,-0.41582003,,-0.06728351
66,pixar110,run-01,splithalf-01,,-0.5846734,,-0.3644045
67,pixar110,run-01,splithalf-01,,0.426076,,0.2287784
68,pixar110,run-01,splithalf-01,,0.73587716,,0.15951535
69,pixar110,run-01,splithalf-01,,0.84722537,,0.72402793
70,pixar110,run-01,splithalf-01,,1.033674,,0.89003545
71,pixar110,run-01,splithalf-01,,-0.14713833,,0.08649009
72,pixar110,run-01,splithalf-01,,-0.26313567,,0.11506599
73,pixar110,run-01,splithalf-01,,0.5379775,,0.7492844
74,pixar110,run-01,splithalf-01,,0.93955004,,0.7955247
75,pixar110,run-01,splithalf-01,,1.1038036,,1.4511735
76,pixar110,run-01,splithalf-01,,0.9515208,,1.284049
77,pixar110,run-01,splithalf-01,,2.2801173,,2.0315948
78,pixar110,run-01,splithalf-01,,0.68826354,,0.6886919
79,pixar110,run-01,splithalf-01,,-0.76416504,,-0.10942527
80,pixar110,run-01,splithalf-01,,,,
81,pixar110,run-01,splithalf-01,,,,
0,pixar110,run-01,splithalf-02,-0.974201,,-0.7099473,
1,pixar110,run-01,splithalf-02,-0.646117,,-0.30657035,
2,pixar110,run-01,splithalf-02,-0.050152518,,-0.5005132,
3,pixar110,run-01,splithalf-02,0.426622,,1.414381,
4,pixar110,run-01,splithalf-02,0.3898158,,0.080165215,
5,pixar110,run-01,splithalf-02,-0.085960224,,-0.82425326,
6,pixar110,run-01,splithalf-02,-0.04558351,,-0.5272354,
7,pixar110,run-01,splithalf-02,-0.02643168,,-0.82730466,
8,pixar110,run-01,splithalf-02,0.84503126,,0.15411563,
9,pixar110,run-01,splithalf-02,0.48572373,,-0.11232941,
10,pixar110,run-01,splithalf-02,0.19737935,,0.789766,
11,pixar110,run-01,splithalf-02,0.44557348,,0.37423497,
12,pixar110,run-01,splithalf-02,0.6977062,,0.7694087,
13,pixar110,run-01,splithalf-02,0.23020458,,0.19716546,
14,pixar110,run-01,splithalf-02,0.21183074,,1.2931569,
15,pixar110,run-01,splithalf-02,-0.07342367,,-0.35120717,
16,pixar110,run-01,splithalf-02,,,,
17,pixar110,run-01,splithalf-02,-0.9782688,,-1.347488,
18,pixar110,run-01,splithalf-02,-0.615484,,-0.7117803,
19,pixar110,run-01,splithalf-02,-0.46856672,,-0.3864296,
20,pixar110,run-01,splithalf-02,-0.06490023,,0.578726,
21,pixar110,run-01,splithalf-02,0.006576235,,0.5721264,
22,pixar110,run-01,splithalf-02,0.26909462,,0.7848128,
23,pixar110,run-01,splithalf-02,0.61577016,,1.1081238,
24,pixar110,run-01,splithalf-02,0.45744675,,0.5546333,
25,pixar110,run-01,splithalf-02,-0.4070781,,0.49299937,
26,pixar110,run-01,splithalf-02,-0.661134,,0.14054234,
27,pixar110,run-01,splithalf-02,0.22328809,,0.8611722,
28,pixar110,run-01,splithalf-02,0.11762021,,1.7639065,
29,pixar110,run-01,splithalf-02,-0.61553043,,0.14294872,
30,pixar110,run-01,splithalf-02,-0.4320225,,-0.580506,
31,pixar110,run-01,splithalf-02,-1.0662398,,-0.48779035,
32,pixar110,run-01,splithalf-02,-0.7454448,,-0.6003977,
33,pixar110,run-01,splithalf-02,0.30524936,,0.49704424,
34,pixar110,run-01,splithalf-02,0.068090886,,0.728088,
35,pixar110,run-01,splithalf-02,0.10960742,,0.98388004,
36,pixar110,run-01,splithalf-02,0.43607742,,0.41292185,
37,pixar110,run-01,splithalf-02,0.76162195,,1.0643638,
38,pixar110,run-01,splithalf-02,0.4388113,,0.88288325,
39,pixar110,run-01,splithalf-02,0.5977918,,0.3297692,
40,pixar110,run-01,splithalf-02,-0.16095242,,1.0239768,
41,pixar110,run-01,splithalf-02,0.19627754,,0.64555246,
42,pixar110,run-01,splithalf-02,0.28905538,,-0.038440786,
43,pixar110,run-01,splithalf-02,0.6525248,,0.8929995,
44,pixar110,run-01,splithalf-02,0.32618895,,0.21908636,
45,pixar110,run-01,splithalf-02,-0.250501,,-0.14105096,
46,pixar110,run-01,splithalf-02,-0.548123,,-0.79924494,
47,pixar110,run-01,splithalf-02,-0.53527945,,-0.43300968,
48,pixar110,run-01,splithalf-02,,,,
49,pixar110,run-01,splithalf-02,,,,
50,pixar110,run-01,splithalf-02,,,,
51,pixar110,run-01,splithalf-02,-0.03828562,,-0.70006895,
52,pixar110,run-01,splithalf-02,0.29008076,,-0.24022703,
53,pixar110,run-01,splithalf-02,-0.3850023,,-1.3074081,
54,pixar110,run-01,splithalf-02,-0.45612282,,-0.27033857,
55,pixar110,run-01,splithalf-02,0.087177075,,-1.0058855,
56,pixar110,run-01,splithalf-02,-0.05093921,,-0.96090966,
57,pixar110,run-01,splithalf-02,,,,
58,pixar110,run-01,splithalf-02,-0.8432496,,-1.0519059,
59,pixar110,run-01,splithalf-02,-0.70172656,,-0.98927516,
60,pixar110,run-01,splithalf-02,-0.29555756,,-0.8075799,
61,pixar110,run-01,splithalf-02,0.21973543,,1.1119688,
62,pixar110,run-01,splithalf-02,0.48866257,,0.29176635,
63,pixar110,run-01,splithalf-02,0.7872589,,0.3802124,
64,pixar110,run-01,splithalf-02,0.13536617,,0.26362848,
65,pixar110,run-01,splithalf-02,1.1375967,,0.65078336,
66,pixar110,run-01,splithalf-02,0.87418354,,0.5132791,
67,pixar110,run-01,splithalf-02,0.12136038,,-0.32887584,
68,pixar110,run-01,splithalf-02,0.2747821,,0.33991152,
69,pixar110,run-01,splithalf-02,0.48149174,,0.34388614,
70,pixar110,run-01,splithalf-02,-0.12413716,,-0.018163271,
71,pixar110,run-01,splithalf-02,-0.3177885,,0.83492434,
72,pixar110,run-01,splithalf-02,-0.05951675,,0.22846833,
73,pixar110,run-01,splithalf-02,-0.7548126,,-0.88067234,
74,pixar110,run-01,splithalf-02,-0.4270729,,-0.89298356,
75,pixar110,run-01,splithalf-02,0.26047176,,-0.07132939,
76,pixar110,run-01,splithalf-02,0.15981881,,-0.75485295,
77,pixar110,run-01,splithalf-02,0.5411003,,1.1151663,
78,pixar110,run-01,splithalf-02,-0.07116516,,-0.45788154,
79,pixar110,run-01,splithalf-02,-0.33147484,,-1.4288962,
80,pixar110,run-01,splithalf-02,-0.3629175,,-2.2045124,
81,pixar110,run-01,splithalf-02,-0.9889342,,-1.7695869,
0,pixar111,run-01,splithalf-01,,-0.07053031,,0.5451086
1,pixar111,run-01,splithalf-01,,-0.2603503,,-0.0751062
2,pixar111,run-01,splithalf-01,,-0.73647594,,-0.8096199
3,pixar111,run-01,splithalf-01,,0.40295273,,-1.0662782
4,pixar111,run-01,splithalf-01,,-1.3631468,,-1.7739395
5,pixar111,run-01,splithalf-01,,0.4795,,-0.5143485
6,pixar111,run-01,splithalf-01,,0.96087044,,-0.22379896
7,pixar111,run-01,splithalf-01,,0.88470876,,-0.40514293
8,pixar111,run-01,splithalf-01,,0.44077206,,-0.51330364
9,pixar111,run-01,splithalf-01,,0.63824666,,-0.34986869
10,pixar111,run-01,splithalf-01,,-0.8175276,,-0.5170992
11,pixar111,run-01,splithalf-01,,-0.47739887,,-0.95074594
12,pixar111,run-01,splithalf-01,,-0.12887166,,-0.8382851
13,pixar111,run-01,splithalf-01,,-0.3529434,,-0.89930916
14,pixar111,run-01,splithalf-01,,0.43362036,,-1.0461506
15,pixar111,run-01,splithalf-01,,0.17867872,,-0.7022292
16,pixar111,run-01,splithalf-01,,,,
17,pixar111,run-01,splithalf-01,,,,
18,pixar111,run-01,splithalf-01,,-0.8126234,,-2.487393
19,pixar111,run-01,splithalf-01,,-0.781692,,-1.082428
20,pixar111,run-01,splithalf-01,,-1.2999237,,-0.61812973
21,pixar111,run-01,splithalf-01,,-1.1985223,,-0.85595953
22,pixar111,run-01,splithalf-01,,,,
23,pixar111,run-01,splithalf-01,,,,
24,pixar111,run-01,splithalf-01,,-0.0040843873,,-0.076077476
25,pixar111,run-01,splithalf-01,,1.4965646,,0.47789392
26,pixar111,run-01,splithalf-01,,1.1789712,,-0.22035126
27,pixar111,run-01,splithalf-01,,-0.16594012,,-0.41691417
28,pixar111,run-01,splithalf-01,,,,
29,pixar111,run-01,splithalf-01,,-0.621093,,-1.509663
30,pixar111,run-01,splithalf-01,,-0.67209405,,0.52502596
31,pixar111,run-01,splithalf-01,,-0.7923639,,0.6090171
32,pixar111,run-01,splithalf-01,,-0.5179783,,0.31169805
33,pixar111,run-01,splithalf-01,,-0.7503522,,-0.11136575
34,pixar111,run-01,splithalf-01,,-0.35352936,,0.17633918
35,pixar111,run-01,splithalf-01,,-0.044004288,,0.08216357
36,pixar111,run-01,splithalf-01,,0.6813802,,0.35636693
37,pixar111,run-01,splithalf-01,,0.3665331,,0.8995879
38,pixar111,run-01,splithalf-01,,-0.7134765,,0.16227168
39,pixar111,run-01,splithalf-01,,-0.7834388,,0.18845315
40,pixar111,run-01,splithalf-01,,-1.6684805,,-0.58202493
41,pixar111,run-01,splithalf-01,,-0.6593837,,-0.2336762
42,pixar111,run-01,splithalf-01,,-0.3415534,,0.06471132
43,pixar111,run-01,splithalf-01,,0.5459145,,0.15752105
44,pixar111,run-01,splithalf-01,,-0.54837143,,0.23028943
45,pixar111,run-01,splithalf-01,,-0.89287585,,0.39552417
46,pixar111,run-01,splithalf-01,,-1.092541,,0.38649544
47,pixar111,run-01,splithalf-01,,-0.49317694,,-0.14391062
48,pixar111,run-01,splithalf-01,,-0.44907266,,0.13586219
49,pixar111,run-01,splithalf-01,,-0.6510746,,-0.15112531
50,pixar111,run-01,splithalf-01,,1.0234318,,1.1426076
51,pixar111,run-01,splithalf-01,,0.87579566,,-0.24929099
52,pixar111,run-01,splithalf-01,,1.0246406,,0.23648831
53,pixar111,run-01,splithalf-01,,-0.24708423,,0.15044947
54,pixar111,run-01,splithalf-01,,-0.5796131,,0.5187793
55,pixar111,run-01,splithalf-01,,-0.47949496,,-0.97911376
56,pixar111,run-01,splithalf-01,,-1.6427288,,-1.6267811
57,pixar111,run-01,splithalf-01,,0.19474255,,-0.028019348
58,pixar111,run-01,splithalf-01,,-0.4999451,,-0.2340054
59,pixar111,run-01,splithalf-01,,-0.65499014,,0.16054177
60,pixar111,run-01,splithalf-01,,0.47747356,,0.5985634
61,pixar111,run-01,splithalf-01,,,,
62,pixar111,run-01,splithalf-01,,0.88751733,,0.80918235
63,pixar111,run-01,splithalf-01,,1.374407,,1.0759327
64,pixar111,run-01,splithalf-01,,0.6889974,,0.1500393
65,pixar111,run-01,splithalf-01,,1.282855,,0.9823736
66,pixar111,run-01,splithalf-01,,-0.1590465,,0.42202276
67,pixar111,run-01,splithalf-01,,0.18203548,,0.5173158
68,pixar111,run-01,splithalf-01,,0.8412796,,-0.28656983
69,pixar111,run-01,splithalf-01,,0.4706703,,0.41926986
70,pixar111,run-01,splithalf-01,,-0.8304365,,-0.4825124
71,pixar111,run-01,splithalf-01,,0.12667021,,1.10419
72,pixar111,run-01,splithalf-01,,0.42202854,,0.87484676
73,pixar111,run-01,splithalf-01,,0.5255338,,0.3195139
74,pixar111,run-01,splithalf-01,,1.2814096,,0.895718
75,pixar111,run-01,splithalf-01,,0.5105859,,1.7455543
76,pixar111,run-01,splithalf-01,,,,
77,pixar111,run-01,splithalf-01,,,,
78,pixar111,run-01,splithalf-01,,0.71512306,,0.21564429
79,pixar111,run-01,splithalf-01,,1.0133871,,1.2152954
80,pixar111,run-01,splithalf-01,,1.3241056,,1.6841862
81,pixar111,run-01,splithalf-01,,1.6770375,,2.11758
0,pixar111,run-01,splithalf-02,-0.13420328,,0.8576585,
1,pixar111,run-01,splithalf-02,-0.820652,,0.32747597,
2,pixar111,run-01,splithalf-02,-0.36527085,,0.10562967,
3,pixar111,run-01,splithalf-02,0.51683366,,0.5211824,
4,pixar111,run-01,splithalf-02,0.5226634,,0.70975286,
5,pixar111,run-01,splithalf-02,1.8241193,,0.08235848,
6,pixar111,run-01,splithalf-02,-1.3252865,,-1.4654955,
7,pixar111,run-01,splithalf-02,-0.5250972,,-0.11172442,
8,pixar111,run-01,splithalf-02,0.81660193,,1.1811737,
9,pixar111,run-01,splithalf-02,1.048296,,2.2837605,
10,pixar111,run-01,splithalf-02,-0.7481603,,-1.2810934,
11,pixar111,run-01,splithalf-02,-1.2387145,,-1.1116453,
12,pixar111,run-01,splithalf-02,-0.23926666,,0.07347055,
13,pixar111,run-01,splithalf-02,,,,
14,pixar111,run-01,splithalf-02,-0.21952102,,0.6830176,
15,pixar111,run-01,splithalf-02,,,,
16,pixar111,run-01,splithalf-02,-1.0402005,,-0.618714,
17,pixar111,run-01,splithalf-02,-1.1882976,,-0.96115094,
18,pixar111,run-01,splithalf-02,-1.2953761,,0.51169723,
19,pixar111,run-01,splithalf-02,-1.2894849,,-0.24675906,
20,pixar111,run-01,splithalf-02,-1.3148988,,0.2740037,
21,pixar111,run-01,splithalf-02,-2.2319121,,-0.980841,
22,pixar111,run-01,splithalf-02,,,,
23,pixar111,run-01,splithalf-02,,,,
24,pixar111,run-01,splithalf-02,0.1877571,,0.555962,
25,pixar111,run-01,splithalf-02,0.6632622,,-0.13899155,
26,pixar111,run-01,splithalf-02,0.86491376,,0.91686976,
27,pixar111,run-01,splithalf-02,0.79468566,,0.9101917,
28,pixar111,run-01,splithalf-02,0.24244452,,0.5982509,
29,pixar111,run-01,splithalf-02,0.40038967,,-0.1808437,
30,pixar111,run-01,splithalf-02,,,,
31,pixar111,run-01,splithalf-02,,,,
32,pixar111,run-01,splithalf-02,,,,
33,pixar111,run-01,splithalf-02,,,,
34,pixar111,run-01,splithalf-02,-1.0340725,,-1.0696123,
35,pixar111,run-01,splithalf-02,-1.0738258,,-1.2138475,
36,pixar111,run-01,splithalf-02,-0.10804536,,0.85698736,
37,pixar111,run-01,splithalf-02,-1.1702715,,-0.5701491,
38,pixar111,run-01,splithalf-02,-0.7489365,,-0.5915633,
39,pixar111,run-01,splithalf-02,0.13166043,,0.0038984655,
40,pixar111,run-01,splithalf-02,,,,
41,pixar111,run-01,splithalf-02,,,,
42,pixar111,run-01,splithalf-02,,,,
43,pixar111,run-01,splithalf-02,,,,
44,pixar111,run-01,splithalf-02,,,,
45,pixar111,run-01,splithalf-02,0.18274751,,-0.23359032,
46,pixar111,run-01,splithalf-02,-0.007901979,,-0.10496576,
47,pixar111,run-01,splithalf-02,-0.09477759,,0.3426219,
48,pixar111,run-01,splithalf-02,-0.46583486,,-0.11391624,
49,pixar111,run-01,splithalf-02,-0.9133307,,-0.30683273,
50,pixar111,run-01,splithalf-02,-0.4838399,,-2.1139693,
51,pixar111,run-01,splithalf-02,-0.18616825,,-1.1770808,
52,pixar111,run-01,splithalf-02,-0.6363751,,-0.7184188,
53,pixar111,run-01,splithalf-02,-0.77777386,,0.076653205,
54,pixar111,run-01,splithalf-02,-0.54101884,,0.08610958,
55,pixar111,run-01,splithalf-02,,,,
56,pixar111,run-01,splithalf-02,,,,
57,pixar111,run-01,splithalf-02,-1.6572558,,-0.60724545,
58,pixar111,run-01,splithalf-02,0.076813795,,-0.10572686,
59,pixar111,run-01,splithalf-02,0.7841977,,-0.0827387,
60,pixar111,run-01,splithalf-02,0.65821326,,-0.009386002,
61,pixar111,run-01,splithalf-02,0.8303949,,0.47676244,
62,pixar111,run-01,splithalf-02,0.30216104,,0.28453848,
63,pixar111,run-01,splithalf-02,0.36023074,,0.8346869,
64,pixar111,run-01,splithalf-02,0.8975097,,0.013792837,
65,pixar111,run-01,splithalf-02,0.83282983,,-0.3127984,
66,pixar111,run-01,splithalf-02,,,,
67,pixar111,run-01,splithalf-02,,,,
68,pixar111,run-01,splithalf-02,-0.76477945,,-1.4846824,
69,pixar111,run-01,splithalf-02,0.4499691,,-1.4871916,
70,pixar111,run-01,splithalf-02,0.73502964,,-0.043760262,
71,pixar111,run-01,splithalf-02,0.66637594,,0.32032177,
72,pixar111,run-01,splithalf-02,-0.2038713,,0.68395865,
73,pixar111,run-01,splithalf-02,-0.032375388,,-0.48326033,
74,pixar111,run-01,splithalf-02,0.48964405,,0.00754696,
75,pixar111,run-01,splithalf-02,1.072438,,1.1678663,
76,pixar111,run-01,splithalf-02,1.7448909,,0.6307987,
77,pixar111,run-01,splithalf-02,1.8084002,,1.0604694,
78,pixar111,run-01,splithalf-02,1.7855698,,1.2931274,
79,pixar111,run-01,splithalf-02,1.2025576,,1.4303043,
80,pixar111,run-01,splithalf-02,0.7196654,,0.0495494,
81,pixar111,run-01,splithalf-02,1.2636309,,-0.28451598,
0,pixar112,run-01,splithalf-01,,-0.663087,,-1.6441948
1,pixar112,run-01,splithalf-01,,-0.80264074,,-1.5351393
2,pixar112,run-01,splithalf-01,,-0.6835845,,-1.1519082
3,pixar112,run-01,splithalf-01,,0.004759699,,-0.9719898
4,pixar112,run-01,splithalf-01,,-0.044603918,,-0.763034
5,pixar112,run-01,splithalf-01,,-0.68908054,,-1.4683325
6,pixar112,run-01,splithalf-01,,-1.2273731,,-1.3205006
7,pixar112,run-01,splithalf-01,,-0.9630472,,-1.4554013
8,pixar112,run-01,splithalf-01,,-1.3492833,,-1.4928637
