time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-lMMPFC-lmmpfc-ls2-splithalf-01,fROI-lMMPFC-lmmpfc-ls2-splithalf-02,fROI-lSTS-lsts-lloc-splithalf-01,fROI-lSTS-lsts-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02,fROI-rMMPFC-rmmpfc-rs2-splithalf-01,fROI-rMMPFC-rmmpfc-rs2-splithalf-02,fROI-rSTS-rsts-rloc-splithalf-01,fROI-rSTS-rsts-rloc-splithalf-02
42,pixar051,run-01,splithalf-01,,0.73103017,,0.3219558,,0.91434413,,0.17887974,,0.06262173,,0.54369867
43,pixar051,run-01,splithalf-01,,-0.13805452,,-0.4909769,,0.023648273,,-0.4079196,,-0.8737469,,-0.25622815
44,pixar051,run-01,splithalf-01,,0.35403746,,0.1428394,,0.13671832,,0.06695934,,-0.36832705,,-0.01491103
45,pixar051,run-01,splithalf-01,,0.9393593,,-0.195163,,0.80178034,,0.61364627,,-0.67926276,,0.37109676
46,pixar051,run-01,splithalf-01,,1.1047312,,0.6045679,,1.5406153,,0.54341364,,0.6251837,,0.46911937
47,pixar051,run-01,splithalf-01,,1.0722176,,0.7458854,,1.0691074,,0.6279105,,0.30273357,,-0.06279612
48,pixar051,run-01,splithalf-01,,0.46054095,,-0.15492323,,0.54508144,,-0.2115585,,-0.4025654,,0.11382159
49,pixar051,run-01,splithalf-01,,-0.5549485,,-1.2604969,,-0.52500314,,-0.483558,,-1.3513975,,1.7645607
50,pixar051,run-01,splithalf-01,,-0.101662636,,-0.31834912,,0.117088474,,0.16676843,,-0.015078917,,0.7679474
51,pixar051,run-01,splithalf-01,,0.64706796,,0.28634176,,0.2645084,,0.66952163,,0.21850911,,0.70215505
52,pixar051,run-01,splithalf-01,,0.15510124,,0.977503,,0.3298636,,0.5033485,,0.654758,,1.3782237
53,pixar051,run-01,splithalf-01,,-0.057365347,,0.749838,,-0.31195045,,-0.1186857,,0.43196982,,0.35662907
54,pixar051,run-01,splithalf-01,,0.5991144,,0.81638545,,0.026610667,,0.16336122,,0.27159053,,0.46215487
55,pixar051,run-01,splithalf-01,,-0.121286556,,0.30379173,,-0.14824048,,-0.07938885,,0.42077884,,0.23808393
56,pixar051,run-01,splithalf-01,,0.30137724,,-0.2154521,,0.11954142,,0.7220136,,0.017546987,,0.40058103
57,pixar051,run-01,splithalf-01,,0.70096743,,-0.47629014,,0.15964289,,0.91186273,,0.025028396,,0.11699347
58,pixar051,run-01,splithalf-01,,0.71283567,,0.24473958,,0.6315373,,0.41390124,,0.1901542,,0.5506524
59,pixar051,run-01,splithalf-01,,0.82112104,,0.92111,,0.8230211,,0.6920841,,0.7773406,,0.40440455
60,pixar051,run-01,splithalf-01,,1.4539979,,0.6400193,,1.4892426,,1.1778357,,1.1213415,,0.49882832
61,pixar051,run-01,splithalf-01,,0.6748582,,0.67405796,,0.35291123,,0.89387095,,1.271298,,-0.2274839
62,pixar051,run-01,splithalf-01,,0.4386402,,0.6730893,,-0.043271884,,0.34517542,,0.93540555,,0.7135805
63,pixar051,run-01,splithalf-01,,0.40183297,,0.5516228,,-0.0057326257,,0.5004473,,0.7807714,,0.890368
64,pixar051,run-01,splithalf-01,,0.10154786,,-0.018933017,,0.46998674,,-0.031090206,,0.075830474,,0.50938493
65,pixar051,run-01,splithalf-01,,-0.097849734,,0.8250186,,0.73267573,,0.25402814,,1.2978923,,0.151246
66,pixar051,run-01,splithalf-01,,0.04548292,,0.20357612,,0.84828603,,0.5208095,,-0.051574003,,-0.79285187
67,pixar051,run-01,splithalf-01,,-0.1286683,,-0.37534237,,0.5097212,,-0.001050277,,-0.188638,,-0.4876198
68,pixar051,run-01,splithalf-01,,-0.15392312,,-0.042522125,,0.1128384,,-0.054801,,-0.21677577,,0.011490708
69,pixar051,run-01,splithalf-01,,0.35500666,,0.7372055,,0.59446734,,1.0240519,,0.09061201,,0.7109018
70,pixar051,run-01,splithalf-01,,0.24843247,,0.030945305,,0.8238942,,0.98155534,,1.0432017,,0.4015835
71,pixar051,run-01,splithalf-01,,-0.1911896,,0.10078566,,-0.15216133,,0.1836558,,0.8044735,,-0.017441576
72,pixar051,run-01,splithalf-01,,0.16893455,,-0.45629725,,0.044101704,,0.38859886,,-0.15555787,,-0.47863
73,pixar051,run-01,splithalf-01,,0.4874341,,0.38540572,,0.64119714,,0.87918043,,0.7396549,,-0.4678054
74,pixar051,run-01,splithalf-01,,0.63684875,,0.09283339,,1.0142059,,1.088517,,0.89348555,,-0.36143446
75,pixar051,run-01,splithalf-01,,0.22615154,,-0.28000444,,-0.15954912,,0.7349802,,-0.2233829,,-0.17300819
76,pixar051,run-01,splithalf-01,,0.8350539,,-0.29310358,,0.24063726,,1.1474617,,0.17657547,,0.24091776
77,pixar051,run-01,splithalf-01,,1.0212466,,0.39570132,,0.5102041,,1.080738,,0.5278016,,0.71384156
78,pixar051,run-01,splithalf-01,,0.9484993,,1.0576872,,1.2341582,,1.0235884,,0.86834955,,0.9740038
79,pixar051,run-01,splithalf-01,,0.6214172,,0.23526677,,0.2452952,,0.5657627,,-0.17703745,,0.46952796
80,pixar051,run-01,splithalf-01,,-0.39746755,,-0.63107306,,-0.48455018,,-0.05968829,,-0.971419,,0.9087696
81,pixar051,run-01,splithalf-01,,0.61257803,,-0.4632246,,-0.07709424,,0.59390223,,-0.2457083,,0.31310582
0,pixar051,run-01,splithalf-02,0.012026894,,-1.1520271,,-1.0312729,,0.28995815,,-0.7636837,,-0.051238835,
1,pixar051,run-01,splithalf-02,0.21393375,,-0.32345715,,-0.11381825,,0.7494073,,-0.50151783,,-0.12502833,
2,pixar051,run-01,splithalf-02,-0.14845154,,-0.57775337,,1.052629,,-0.1698827,,0.07083128,,-0.81075495,
3,pixar051,run-01,splithalf-02,-0.279425,,-0.98228085,,-0.557313,,-0.6131257,,-0.067063324,,-0.34848076,
4,pixar051,run-01,splithalf-02,-0.054066323,,-1.1198403,,-1.1328323,,-0.4353611,,-1.4268068,,2.0833309,
5,pixar051,run-01,splithalf-02,-0.25831887,,-1.4438832,,-0.0831324,,-0.40399808,,-0.45503664,,0.1179327,
6,pixar051,run-01,splithalf-02,-0.13682973,,-1.2173487,,0.07269602,,-0.5652936,,-0.106290475,,0.44290128,
7,pixar051,run-01,splithalf-02,-0.33738786,,-1.222797,,-0.05280771,,-0.45201707,,-0.20306084,,1.0646846,
8,pixar051,run-01,splithalf-02,-0.4103025,,-1.4201947,,0.57875365,,-1.9444942,,-0.81518096,,-0.043219887,
9,pixar051,run-01,splithalf-02,0.1895126,,0.37595165,,1.0663606,,1.4212552,,1.332257,,1.6891959,
10,pixar051,run-01,splithalf-02,0.69640553,,-1.316899,,-0.54035205,,0.01638557,,-1.1264577,,-1.4927505,
11,pixar051,run-01,splithalf-02,0.4085597,,-0.5079355,,-0.3504537,,-1.3327892,,-1.111969,,-0.63198745,
12,pixar051,run-01,splithalf-02,-0.076746054,,-0.27338728,,-0.409614,,-1.6763089,,-0.47902837,,-0.8550333,
13,pixar051,run-01,splithalf-02,-0.07781569,,-0.2415926,,-0.28838956,,-0.7183603,,-0.13174137,,-0.17737345,
14,pixar051,run-01,splithalf-02,1.0214541,,-0.51778984,,0.7675787,,0.07856898,,-0.18868956,,-0.5288286,
15,pixar051,run-01,splithalf-02,0.48033437,,-1.5866379,,-0.04510676,,0.13423173,,-1.2757634,,-0.39007202,
16,pixar051,run-01,splithalf-02,-0.7332031,,-2.1723042,,-1.0390204,,-0.96057254,,-1.3876512,,-0.5053946,
17,pixar051,run-01,splithalf-02,-0.61781925,,-2.6322246,,-1.3405796,,-0.5810772,,-1.6732962,,-0.7847744,
18,pixar051,run-01,splithalf-02,0.13748749,,-1.3777716,,-0.9138691,,-0.8328746,,-1.075199,,-0.53678054,
19,pixar051,run-01,splithalf-02,0.16880532,,-1.346321,,-0.78804386,,0.3623631,,-0.6770418,,-0.7844146,
20,pixar051,run-01,splithalf-02,0.35230607,,-1.0956233,,-0.9493639,,-0.32356906,,-0.7575962,,0.069920756,
21,pixar051,run-01,splithalf-02,0.602578,,-0.8888251,,-0.31717736,,-0.49072403,,-0.62236106,,-0.22190602,
22,pixar051,run-01,splithalf-02,0.24188197,,-0.90966475,,0.33570224,,-0.17885646,,-1.2422533,,-1.1983426,
23,pixar051,run-01,splithalf-02,0.15224001,,-0.61338186,,-0.9127129,,-0.92233485,,-0.58477175,,-0.41745597,
24,pixar051,run-01,splithalf-02,0.057762098,,-0.82192385,,-0.48366457,,-0.09605642,,-0.6330122,,-0.2549178,
25,pixar051,run-01,splithalf-02,,,,,,,,,,,,
26,pixar051,run-01,splithalf-02,,,,,,,,,,,,
27,pixar051,run-01,splithalf-02,-1.6281531,,-0.048859246,,-0.5239922,,0.10582447,,0.57840955,,0.048038177,
28,pixar051,run-01,splithalf-02,-1.8432639,,0.37680656,,-0.15236077,,1.1798242,,0.5295353,,-0.73768157,
29,pixar051,run-01,splithalf-02,-1.2174971,,-0.88446486,,-1.3270483,,0.45680985,,-0.28962383,,-0.24840455,
30,pixar051,run-01,splithalf-02,-1.8092258,,-0.27592736,,-1.3984033,,-0.049600102,,-0.8421806,,-0.3536132,
31,pixar051,run-01,splithalf-02,-1.024308,,0.12427571,,-0.9445626,,0.65068173,,-0.36188632,,0.36727315,
32,pixar051,run-01,splithalf-02,-0.66917205,,0.56054145,,-0.26623264,,0.9976438,,-0.14286718,,0.1933101,
33,pixar051,run-01,splithalf-02,-0.7228096,,0.41555786,,0.09263551,,0.7068955,,-0.20817995,,0.16917476,
34,pixar051,run-01,splithalf-02,-0.89864016,,0.20862916,,0.35572132,,0.35780817,,-0.3353707,,-0.4836749,
35,pixar051,run-01,splithalf-02,-0.6113738,,0.35520834,,-0.34874135,,0.37787205,,0.5566396,,-0.387376,
36,pixar051,run-01,splithalf-02,-0.20996039,,0.09778504,,-0.29712886,,0.3235001,,-0.021683747,,-0.44887596,
37,pixar051,run-01,splithalf-02,0.19249682,,0.44138107,,0.65664655,,0.69406605,,1.1423414,,0.5008334,
38,pixar051,run-01,splithalf-02,-0.064460374,,0.42245635,,0.17937133,,0.1398581,,0.57627463,,1.2897893,
39,pixar051,run-01,splithalf-02,0.41679233,,0.58412343,,0.7434845,,0.2967937,,-0.12064721,,0.4489841,
40,pixar051,run-01,splithalf-02,-0.39302945,,0.45221215,,-0.3145786,,-0.43143168,,-0.7757724,,0.19534011,
41,pixar051,run-01,splithalf-02,-0.4459425,,0.28936,,0.30698624,,-0.19203149,,-0.3967932,,-1.1025817,
42,pixar051,run-01,splithalf-02,-0.71850413,,0.6031253,,0.79978526,,-0.08699933,,0.23064117,,-0.267155,
43,pixar051,run-01,splithalf-02,-0.008964381,,0.43624362,,0.35680032,,-0.54436666,,-0.22121373,,1.9717388,
44,pixar051,run-01,splithalf-02,-0.67805225,,0.5933363,,0.32971093,,-0.18262263,,0.26844838,,0.018288316,
45,pixar051,run-01,splithalf-02,-0.7131176,,0.6451494,,-0.6444677,,-0.15956588,,0.5434794,,0.47871312,
46,pixar051,run-01,splithalf-02,0.19272074,,0.597365,,-0.92323875,,-0.13298917,,0.4996963,,0.534644,
47,pixar051,run-01,splithalf-02,0.6906827,,0.4925909,,0.53550184,,-0.5495018,,0.3870495,,0.33990613,
48,pixar051,run-01,splithalf-02,0.5422177,,0.67096245,,0.6696874,,-0.27228957,,0.20773871,,0.05779477,
49,pixar051,run-01,splithalf-02,0.5192975,,0.6593952,,0.14548303,,0.23239712,,0.49677104,,-0.13579765,
50,pixar051,run-01,splithalf-02,-0.1682739,,0.62304085,,-0.7585457,,0.43125993,,0.604709,,0.4112474,
51,pixar051,run-01,splithalf-02,0.42482266,,0.45358676,,0.064507924,,0.74211884,,0.2516753,,0.5964856,
52,pixar051,run-01,splithalf-02,0.94914186,,1.1849796,,0.624746,,0.5950638,,0.98065203,,0.2210007,
53,pixar051,run-01,splithalf-02,0.9278185,,0.9036068,,0.22321849,,0.74025446,,0.23020887,,2.3216724,
54,pixar051,run-01,splithalf-02,0.9608507,,-0.34263048,,0.49642667,,-0.27534115,,0.5672085,,0.88011056,
55,pixar051,run-01,splithalf-02,0.18268342,,0.43314123,,0.1595473,,0.4330802,,1.3954513,,0.75019705,
56,pixar051,run-01,splithalf-02,0.574278,,-0.062339295,,-0.27160805,,-0.86230105,,-0.37243843,,0.34393576,
57,pixar051,run-01,splithalf-02,0.3261159,,0.24232566,,0.37169343,,0.83641183,,-0.75852144,,0.25834346,
58,pixar051,run-01,splithalf-02,1.6822608,,0.27488068,,1.5700712,,0.4343236,,1.3772984,,0.43071955,
59,pixar051,run-01,splithalf-02,0.5981282,,0.54788834,,0.57099295,,0.405974,,0.80213386,,-0.33581838,
60,pixar051,run-01,splithalf-02,-0.12317946,,1.139599,,1.8489885,,-0.29477412,,0.72743493,,0.39269853,
61,pixar051,run-01,splithalf-02,0.65473026,,1.1911308,,1.3138556,,0.1842098,,1.0162358,,-0.50133944,
62,pixar051,run-01,splithalf-02,-0.0055125505,,0.16921318,,0.38655347,,0.3419142,,0.18926644,,-0.32740045,
63,pixar051,run-01,splithalf-02,-0.1354613,,0.21818738,,-0.441142,,0.48304003,,0.8617322,,0.63836,
64,pixar051,run-01,splithalf-02,0.25208682,,0.27261835,,-0.45858175,,0.20182271,,0.3649558,,0.4246714,
65,pixar051,run-01,splithalf-02,0.6618823,,1.0269607,,0.10179716,,0.5842538,,0.7662076,,-0.06577231,
66,pixar051,run-01,splithalf-02,-0.20822,,0.9720852,,0.6832622,,0.28885412,,0.5770944,,-0.718049,
67,pixar051,run-01,splithalf-02,0.3194596,,0.5469103,,1.0523795,,-0.4267313,,0.46064645,,-0.25859377,
68,pixar051,run-01,splithalf-02,-0.46789098,,0.6606692,,0.94968545,,0.11656306,,0.53465617,,0.08224583,
69,pixar051,run-01,splithalf-02,0.0732542,,0.8442914,,0.8222083,,-0.28534603,,0.08376847,,-0.15148287,
70,pixar051,run-01,splithalf-02,0.1986211,,1.012728,,0.8822414,,0.11435209,,-0.22098088,,-0.38331276,
71,pixar051,run-01,splithalf-02,0.18452153,,0.37053126,,-0.0012294501,,0.06816323,,-0.17456992,,-0.08116911,
72,pixar051,run-01,splithalf-02,0.11273406,,0.61056095,,-0.35492757,,0.32515997,,0.68085146,,-0.13167477,
73,pixar051,run-01,splithalf-02,0.12213256,,0.39415407,,0.020527812,,0.051340096,,0.3598118,,-0.27014333,
74,pixar051,run-01,splithalf-02,1.1672605,,0.74518543,,0.7191496,,0.7262609,,2.1874192,,0.29874197,
75,pixar051,run-01,splithalf-02,1.0607361,,0.787815,,1.5736495,,0.05460133,,0.9015299,,0.40818825,
76,pixar051,run-01,splithalf-02,0.9867628,,0.98846847,,1.7722423,,0.13724682,,0.63769484,,0.5696028,
77,pixar051,run-01,splithalf-02,0.60439575,,0.0071639614,,-0.8607563,,0.37512642,,-0.049121585,,-0.32986498,
78,pixar051,run-01,splithalf-02,0.1801726,,0.6435441,,-1.0116297,,0.43748564,,0.18139926,,0.27716598,
79,pixar051,run-01,splithalf-02,-0.80324745,,0.70319325,,-1.6413021,,-0.3677535,,-0.51441276,,-0.99654484,
80,pixar051,run-01,splithalf-02,-0.8371952,,-0.22083278,,-0.5935398,,-0.6146528,,-0.76115644,,-2.0084317,
81,pixar051,run-01,splithalf-02,-0.95858765,,0.22577348,,-0.3692447,,-0.25534397,,-0.28717902,,-0.50375813,
0,pixar052,run-01,splithalf-01,,-1.6056617,,0.19012412,,-0.103992775,,-1.6532137,,-0.70257103,,-0.7887435
1,pixar052,run-01,splithalf-01,,-1.928788,,0.58400714,,-0.47213835,,-1.4369986,,-1.326053,,-0.2390069
2,pixar052,run-01,splithalf-01,,-1.6814911,,0.82888603,,-1.2298982,,-1.6837667,,-1.0837778,,-0.8167019
3,pixar052,run-01,splithalf-01,,-1.8352592,,0.39387432,,-1.4396523,,-1.2985351,,-1.1448147,,0.2769265
4,pixar052,run-01,splithalf-01,,-1.7017796,,0.3572902,,-1.7917578,,-0.86591417,,-0.8911179,,-0.25281277
5,pixar052,run-01,splithalf-01,,-1.4466859,,1.0953934,,-1.6219162,,-1.1733717,,-0.91857016,,0.0028043122
6,pixar052,run-01,splithalf-01,,-0.9094059,,1.0498848,,-1.5440003,,-0.54106385,,-1.2324345,,0.3218165
7,pixar052,run-01,splithalf-01,,-1.4634542,,0.26640445,,-0.98108804,,-1.1721647,,-0.9857667,,-0.5243189
8,pixar052,run-01,splithalf-01,,-1.0934547,,0.19458869,,-0.79228723,,-1.106933,,-0.6029602,,-0.45840025
9,pixar052,run-01,splithalf-01,,-1.5974004,,-0.32037234,,-1.464912,,-0.98766774,,-0.635934,,-0.39247495
10,pixar052,run-01,splithalf-01,,-1.377106,,-0.41215977,,-1.1917503,,-1.4884994,,-0.8937262,,-1.1907761
11,pixar052,run-01,splithalf-01,,-0.68578446,,-0.40880173,,-0.5339152,,-1.2653711,,-0.93597925,,-0.8323261
12,pixar052,run-01,splithalf-01,,-0.9551403,,0.32002658,,-0.654734,,-1.1742468,,-0.71268034,,-0.88194656
13,pixar052,run-01,splithalf-01,,-0.9896383,,1.728492,,-0.50045574,,-1.4327033,,-0.69291365,,-0.6639554
14,pixar052,run-01,splithalf-01,,-1.0050923,,0.51250684,,-0.83486,,-1.3632973,,-0.5728699,,-0.8775795
15,pixar052,run-01,splithalf-01,,-1.205797,,0.17697735,,-1.3727303,,-0.90299094,,-0.901058,,-0.5681354
16,pixar052,run-01,splithalf-01,,-0.8563142,,0.26524124,,-0.8683192,,-0.35867116,,-0.88566846,,-1.2361965
17,pixar052,run-01,splithalf-01,,-0.05512928,,-0.5007538,,-0.42202836,,-0.57981074,,-0.95739096,,-0.45327646
18,pixar052,run-01,splithalf-01,,-0.33494097,,-1.3774741,,-0.6247152,,-0.64855176,,-1.3698809,,-0.81726044
19,pixar052,run-01,splithalf-01,,0.002715589,,-2.0958104,,-0.36903393,,-0.26816374,,-0.9234003,,-0.2318418
20,pixar052,run-01,splithalf-01,,-0.025830293,,-1.962361,,-0.15839525,,-0.3144073,,-0.7891788,,-0.24959974
21,pixar052,run-01,splithalf-01,,-0.1200157,,-1.289562,,-0.09798944,,-0.38071853,,-0.5556972,,-1.5046283
22,pixar052,run-01,splithalf-01,,0.13767321,,-1.053076,,-0.29132715,,-0.6117505,,-0.7241081,,0.10094502
23,pixar052,run-01,splithalf-01,,-0.27044111,,-0.3754303,,-0.012807523,,-0.3442764,,-0.5639869,,-0.18694207
24,pixar052,run-01,splithalf-01,,0.15105097,,0.20030956,,-0.04037354,,-0.37190276,,-0.16101593,,-0.12416156
25,pixar052,run-01,splithalf-01,,-0.0503759,,-0.7144958,,-0.43795338,,-0.37864074,,-0.30674303,,0.15117534
26,pixar052,run-01,splithalf-01,,-0.42928895,,0.23043147,,-0.37538022,,-0.27169332,,-0.09526547,,0.5665388
27,pixar052,run-01,splithalf-01,,-0.39389032,,-0.48225817,,-0.9246769,,0.044500478,,-0.8012314,,-0.3687592
28,pixar052,run-01,splithalf-01,,0.0282952,,-0.7390263,,-1.0799375,,-0.020183435,,-0.9230531,,0.61784154
29,pixar052,run-01,splithalf-01,,-0.25545946,,-1.5212624,,-0.2864181,,-0.48218244,,-0.9278838,,0.48763013
30,pixar052,run-01,splithalf-01,,0.09592149,,-1.3234804,,-0.05128082,,-0.15475371,,-0.8466318,,-0.6402245
31,pixar052,run-01,splithalf-01,,0.3694667,,-0.8090826,,-0.521844,,-0.23924264,,-0.2227128,,0.25885454
32,pixar052,run-01,splithalf-01,,-0.26141804,,-0.40671596,,-0.41594028,,-0.84098756,,-0.3824517,,-0.20087492
33,pixar052,run-01,splithalf-01,,0.25239834,,-1.0309877,,-0.007351494,,-0.0771175,,-0.6721831,,-0.08838195
34,pixar052,run-01,splithalf-01,,-0.13343771,,-0.30707377,,0.044838455,,-0.49460453,,-0.3322074,,0.41504964
35,pixar052,run-01,splithalf-01,,-0.29803538,,-0.16249624,,-0.6321192,,-0.07585291,,-0.49498624,,0.56296766
36,pixar052,run-01,splithalf-01,,-0.57286286,,-0.560734,,-0.17942224,,-0.8483841,,0.04574368,,0.32738432
37,pixar052,run-01,splithalf-01,,-0.17300713,,-1.3059419,,0.3096109,,0.23460428,,-0.25253838,,-0.21887973
38,pixar052,run-01,splithalf-01,,0.03374766,,-1.384999,,-0.43571204,,0.02399872,,-0.14663884,,0.14328495
39,pixar052,run-01,splithalf-01,,-0.18066922,,-0.967749,,0.8720415,,-0.3677422,,0.4363483,,-0.29055455
40,pixar052,run-01,splithalf-01,,0.1750358,,-0.79972637,,0.32532296,,-0.34897012,,0.13337877,,-0.18164837
41,pixar052,run-01,splithalf-01,,0.6167476,,-0.11731485,,-0.5162897,,0.49456114,,0.20934577,,0.45850763
42,pixar052,run-01,splithalf-01,,0.3770109,,-0.406279,,-0.55121124,,0.4160158,,0.4527666,,0.12286627
43,pixar052,run-01,splithalf-01,,0.39788407,,-0.1399847,,0.6221403,,0.8589857,,0.67501694,,-0.17320493
44,pixar052,run-01,splithalf-01,,0.33554322,,-0.2626349,,0.73682594,,0.5700392,,0.19682853,,0.06963209
45,pixar052,run-01,splithalf-01,,0.811242,,-0.4368779,,0.6578277,,0.86008203,,0.01384685,,0.3390637
46,pixar052,run-01,splithalf-01,,0.99119127,,0.20143147,,1.3224576,,0.88420564,,0.19403535,,1.0106375
47,pixar052,run-01,splithalf-01,,1.076339,,0.5562981,,1.3232924,,0.40554833,,0.678276,,-0.044720065
48,pixar052,run-01,splithalf-01,,1.3146108,,0.7763847,,0.8594284,,1.0181996,,0.6857978,,0.69163495
49,pixar052,run-01,splithalf-01,,1.0116794,,0.059064418,,0.9774275,,1.285536,,0.64399165,,0.68771726
50,pixar052,run-01,splithalf-01,,1.4121006,,-0.16393855,,1.8020885,,0.8871892,,0.81791466,,0.5765752
51,pixar052,run-01,splithalf-01,,0.50967276,,0.31647688,,0.2583421,,0.9435198,,0.77276194,,0.9097141
52,pixar052,run-01,splithalf-01,,0.068198726,,0.30444756,,0.13257985,,0.830274,,0.650951,,0.6525401
53,pixar052,run-01,splithalf-01,,0.28611,,-1.0659461,,-0.25930047,,0.78199846,,0.84731483,,0.28021657
54,pixar052,run-01,splithalf-01,,0.20494552,,-0.33690563,,-0.24556684,,1.2614657,,1.0202166,,1.5421568
55,pixar052,run-01,splithalf-01,,0.45847338,,0.46991625,,1.0349324,,0.7329763,,1.1412241,,1.0403168
56,pixar052,run-01,splithalf-01,,0.21682897,,0.6098095,,1.011506,,0.46952695,,0.719354,,-0.4575076
57,pixar052,run-01,splithalf-01,,0.5663444,,0.22740407,,0.72697115,,1.1322,,0.5783156,,0.66313446
58,pixar052,run-01,splithalf-01,,0.5969287,,0.32826114,,1.5284119,,0.3142348,,0.6243015,,-0.35634547
59,pixar052,run-01,splithalf-01,,0.6747429,,-0.42693886,,1.423312,,0.7382537,,0.59991807,,0.5390773
60,pixar052,run-01,splithalf-01,,0.7751938,,0.35345608,,0.6412228,,0.7110054,,0.38753393,,0.64912426
61,pixar052,run-01,splithalf-01,,0.6718127,,0.18557294,,0.77751297,,0.97710264,,0.6614003,,-0.3231374
62,pixar052,run-01,splithalf-01,,0.7994698,,0.6001054,,0.86855173,,0.9169384,,0.9109133,,-0.6931094
63,pixar052,run-01,splithalf-01,,0.5041211,,1.1699057,,-0.20615697,,0.95731163,,1.05216,,0.8182605
64,pixar052,run-01,splithalf-01,,-0.25927043,,1.1908236,,0.38375267,,1.006027,,1.2302849,,0.29972577
65,pixar052,run-01,splithalf-01,,-0.08703679,,1.7847084,,0.174709,,0.31569573,,0.887768,,0.78642404
66,pixar052,run-01,splithalf-01,,0.28217787,,0.9913597,,1.0206331,,0.16773245,,1.0962,,-0.5619413
67,pixar052,run-01,splithalf-01,,0.23305121,,0.7773905,,0.5791811,,0.13338661,,0.6836809,,0.67632586
68,pixar052,run-01,splithalf-01,,0.2649397,,0.3628233,,0.055811416,,0.5085189,,0.3885452,,0.48738948
69,pixar052,run-01,splithalf-01,,0.7804057,,0.06039474,,-0.11053808,,0.44499072,,0.6557535,,0.2525637
70,pixar052,run-01,splithalf-01,,1.1021941,,0.63897026,,0.024277896,,0.4579358,,0.8242713,,-0.19828597
71,pixar052,run-01,splithalf-01,,1.4666569,,-0.14663665,,0.36927217,,0.8522161,,0.5221211,,0.8091545
72,pixar052,run-01,splithalf-01,,0.9254799,,-1.1217294,,0.7409546,,0.8028469,,0.24909237,,-0.27590418
73,pixar052,run-01,splithalf-01,,1.0827179,,-0.82601774,,0.8882974,,0.70390016,,0.33738762,,-1.1910849
74,pixar052,run-01,splithalf-01,,0.8377406,,0.15789624,,0.8634098,,0.49294776,,0.57148534,,-0.81899625
75,pixar052,run-01,splithalf-01,,0.6766089,,0.7391341,,0.46956235,,0.55519956,,0.6025196,,0.14073329
76,pixar052,run-01,splithalf-01,,0.3321193,,1.291043,,0.41999823,,0.80368435,,0.59025997,,0.38845104
77,pixar052,run-01,splithalf-01,,0.40758723,,0.73906744,,1.207587,,0.1169434,,0.68066025,,0.106892034
78,pixar052,run-01,splithalf-01,,0.30737224,,0.28051683,,0.6244832,,0.21121354,,0.7595798,,0.2575552
79,pixar052,run-01,splithalf-01,,0.21976118,,0.87608606,,-0.15369597,,0.61118436,,0.7253994,,0.4600684
80,pixar052,run-01,splithalf-01,,0.6897395,,1.725301,,0.33508348,,0.87315714,,0.8920255,,0.6515999
81,pixar052,run-01,splithalf-01,,0.7073729,,1.594971,,0.3921859,,0.21737392,,0.72155833,,-0.2261643
0,pixar052,run-01,splithalf-02,0.1451968,,-0.8391161,,0.41582543,,0.573207,,-0.5836393,,-0.24386306,
1,pixar052,run-01,splithalf-02,0.091919705,,0.8914547,,1.073483,,1.1341889,,-0.035255842,,0.0072536217,
2,pixar052,run-01,splithalf-02,1.3935004,,-0.17637318,,0.34033048,,-0.53648484,,1.9885895,,0.2965583,
3,pixar052,run-01,splithalf-02,1.347028,,-1.1771729,,-0.1529325,,-0.20596471,,0.043271493,,-0.025749713,
4,pixar052,run-01,splithalf-02,0.32878232,,-0.80983627,,0.63764346,,-0.071590066,,1.0984433,,-0.31790462,
5,pixar052,run-01,splithalf-02,0.3677229,,-0.5501611,,-0.08366361,,0.27582437,,0.54683936,,0.2692028,
6,pixar052,run-01,splithalf-02,0.5340453,,0.08940156,,0.44723806,,0.5642317,,-0.43787068,,0.12648909,
7,pixar052,run-01,splithalf-02,1.000772,,0.045087345,,0.6316205,,1.5076317,,-0.0070700436,,0.28068617,
8,pixar052,run-01,splithalf-02,0.39858824,,0.23869392,,-0.20264482,,0.3458231,,-0.06065985,,-0.27251628,
9,pixar052,run-01,splithalf-02,-0.1917167,,0.3263854,,-0.13663974,,0.052865196,,0.4763688,,0.021162486,
10,pixar052,run-01,splithalf-02,-0.5752164,,0.3344513,,0.57163584,,0.60098994,,0.5209376,,-0.46313128,
11,pixar052,run-01,splithalf-02,-1.0360798,,0.56146914,,0.55345136,,-0.13260685,,1.2227184,,0.04960912,
12,pixar052,run-01,splithalf-02,0.08069128,,0.0672822,,-0.15575665,,0.7445087,,1.0863947,,0.29240698,
13,pixar052,run-01,splithalf-02,-0.66705817,,0.36597952,,-0.15984777,,0.9144018,,1.8490133,,0.62186605,
14,pixar052,run-01,splithalf-02,-0.5227874,,0.29557887,,0.06660793,,0.5833937,,1.7046764,,0.9732059,
15,pixar052,run-01,splithalf-02,-1.1439295,,0.6761304,,-1.0118889,,0.3117659,,1.3915576,,0.5443553,
