time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02
10,pixar003,run-01,splithalf-02,0.8441156,,0.74044913,
11,pixar003,run-01,splithalf-02,1.2114155,,0.97440684,
12,pixar003,run-01,splithalf-02,0.33929092,,0.3582725,
13,pixar003,run-01,splithalf-02,0.85774934,,0.6908001,
14,pixar003,run-01,splithalf-02,0.75277674,,0.5221306,
15,pixar003,run-01,splithalf-02,-0.072497115,,0.15854326,
16,pixar003,run-01,splithalf-02,0.4777754,,0.64047563,
17,pixar003,run-01,splithalf-02,0.85909426,,0.656305,
18,pixar003,run-01,splithalf-02,-0.031359702,,-0.19723168,
19,pixar003,run-01,splithalf-02,0.88043326,,0.4064703,
20,pixar003,run-01,splithalf-02,0.6774848,,0.08651839,
21,pixar003,run-01,splithalf-02,0.7765147,,0.7371818,
22,pixar003,run-01,splithalf-02,0.982104,,1.1643378,
23,pixar003,run-01,splithalf-02,0.12349467,,0.53795624,
24,pixar003,run-01,splithalf-02,0.41562843,,-0.20813668,
25,pixar003,run-01,splithalf-02,1.3614042,,0.533686,
26,pixar003,run-01,splithalf-02,0.3043762,,-0.23448697,
27,pixar003,run-01,splithalf-02,1.1100147,,0.43184224,
28,pixar003,run-01,splithalf-02,0.7533916,,0.34190562,
29,pixar003,run-01,splithalf-02,0.92968494,,0.63676375,
30,pixar003,run-01,splithalf-02,1.1122139,,0.5124189,
31,pixar003,run-01,splithalf-02,0.1611275,,-0.0038880273,
32,pixar003,run-01,splithalf-02,,,,
33,pixar003,run-01,splithalf-02,-0.5079462,,-1.2650983,
34,pixar003,run-01,splithalf-02,0.29369977,,-0.43940336,
35,pixar003,run-01,splithalf-02,0.3987914,,-0.27173597,
36,pixar003,run-01,splithalf-02,0.96059763,,0.82834625,
37,pixar003,run-01,splithalf-02,,,,
38,pixar003,run-01,splithalf-02,-0.18584737,,-0.3163723,
39,pixar003,run-01,splithalf-02,-1.5372785,,-2.2436898,
40,pixar003,run-01,splithalf-02,0.09065862,,-0.20179844,
41,pixar003,run-01,splithalf-02,-0.52925414,,-1.2071264,
42,pixar003,run-01,splithalf-02,-0.57463753,,-0.7265353,
43,pixar003,run-01,splithalf-02,-0.1187217,,-0.14059499,
44,pixar003,run-01,splithalf-02,0.14577582,,-0.37667048,
45,pixar003,run-01,splithalf-02,0.36417285,,-0.0036035478,
46,pixar003,run-01,splithalf-02,-0.1085387,,0.011967808,
47,pixar003,run-01,splithalf-02,-0.8197619,,-1.2397772,
48,pixar003,run-01,splithalf-02,0.18865465,,0.09608631,
49,pixar003,run-01,splithalf-02,-0.06741913,,-0.33761504,
50,pixar003,run-01,splithalf-02,0.017017301,,-0.063291416,
51,pixar003,run-01,splithalf-02,-0.5718225,,-0.36476564,
52,pixar003,run-01,splithalf-02,0.37158498,,0.26348755,
53,pixar003,run-01,splithalf-02,-0.09666522,,0.32932675,
54,pixar003,run-01,splithalf-02,0.0333559,,0.61900514,
55,pixar003,run-01,splithalf-02,0.05693678,,0.3522845,
56,pixar003,run-01,splithalf-02,-0.5447818,,-0.1765169,
57,pixar003,run-01,splithalf-02,-0.5565336,,-1.122868,
58,pixar003,run-01,splithalf-02,0.43476218,,0.16546322,
59,pixar003,run-01,splithalf-02,0.55522317,,0.53701913,
60,pixar003,run-01,splithalf-02,0.47444254,,0.42027253,
61,pixar003,run-01,splithalf-02,-0.064695336,,0.21936159,
62,pixar003,run-01,splithalf-02,-0.38329285,,-0.13437194,
63,pixar003,run-01,splithalf-02,,,,
64,pixar003,run-01,splithalf-02,,,,
65,pixar003,run-01,splithalf-02,-0.18853924,,0.04261502,
66,pixar003,run-01,splithalf-02,-0.86953926,,-0.9241104,
67,pixar003,run-01,splithalf-02,-0.751022,,-0.36079377,
68,pixar003,run-01,splithalf-02,0.07555954,,0.54492694,
69,pixar003,run-01,splithalf-02,-1.5552202,,-1.3436167,
70,pixar003,run-01,splithalf-02,-1.0584409,,-0.2520322,
71,pixar003,run-01,splithalf-02,-1.3006767,,-0.9300852,
72,pixar003,run-01,splithalf-02,-2.3491988,,-2.2824001,
73,pixar003,run-01,splithalf-02,-1.3354499,,-0.8231245,
74,pixar003,run-01,splithalf-02,-2.3162472,,-2.207168,
75,pixar003,run-01,splithalf-02,-0.8527422,,-0.35990205,
76,pixar003,run-01,splithalf-02,-1.730542,,-1.3951541,
77,pixar003,run-01,splithalf-02,-1.0343403,,-0.4634958,
78,pixar003,run-01,splithalf-02,-1.1960045,,-0.7377056,
79,pixar003,run-01,splithalf-02,-1.930592,,-1.2875888,
80,pixar003,run-01,splithalf-02,-1.8230686,,-1.2158062,
81,pixar003,run-01,splithalf-02,-1.2488185,,-0.61698437,
0,pixar004,run-01,splithalf-01,,1.5832964,,1.7746433
1,pixar004,run-01,splithalf-01,,1.5480796,,1.9348919
2,pixar004,run-01,splithalf-01,,1.1528909,,1.6774975
3,pixar004,run-01,splithalf-01,,1.7614603,,1.5377026
4,pixar004,run-01,splithalf-01,,0.68198866,,1.3889471
5,pixar004,run-01,splithalf-01,,,,
6,pixar004,run-01,splithalf-01,,-0.22106647,,0.3721992
7,pixar004,run-01,splithalf-01,,-0.14525677,,0.8361071
8,pixar004,run-01,splithalf-01,,0.33017027,,1.0593225
9,pixar004,run-01,splithalf-01,,0.42764512,,1.400577
10,pixar004,run-01,splithalf-01,,0.63840353,,1.5588429
11,pixar004,run-01,splithalf-01,,0.6852426,,1.8880383
12,pixar004,run-01,splithalf-01,,-0.6262103,,1.3646352
13,pixar004,run-01,splithalf-01,,-0.6001012,,0.9881728
14,pixar004,run-01,splithalf-01,,-1.2672317,,0.82176954
15,pixar004,run-01,splithalf-01,,-1.3747753,,0.6719033
16,pixar004,run-01,splithalf-01,,,,
17,pixar004,run-01,splithalf-01,,-1.2567091,,1.2032969
18,pixar004,run-01,splithalf-01,,,,
19,pixar004,run-01,splithalf-01,,,,
20,pixar004,run-01,splithalf-01,,0.36283255,,1.0435034
21,pixar004,run-01,splithalf-01,,1.6518692,,0.5168048
22,pixar004,run-01,splithalf-01,,1.4382625,,0.4246633
23,pixar004,run-01,splithalf-01,,1.7839283,,0.36909017
24,pixar004,run-01,splithalf-01,,0.8207593,,1.031483
25,pixar004,run-01,splithalf-01,,0.78402483,,0.85397196
26,pixar004,run-01,splithalf-01,,0.58538127,,1.0321695
27,pixar004,run-01,splithalf-01,,0.4865076,,0.54236156
28,pixar004,run-01,splithalf-01,,-0.94829714,,0.22179377
29,pixar004,run-01,splithalf-01,,-0.8117546,,-0.24161234
30,pixar004,run-01,splithalf-01,,-0.9532906,,-0.22433639
31,pixar004,run-01,splithalf-01,,-0.4894104,,-0.277773
32,pixar004,run-01,splithalf-01,,0.64720213,,-0.16739982
33,pixar004,run-01,splithalf-01,,-1.2182329,,-0.009188624
34,pixar004,run-01,splithalf-01,,-1.6651962,,-0.087121174
35,pixar004,run-01,splithalf-01,,-1.582124,,0.068337485
36,pixar004,run-01,splithalf-01,,-1.2718728,,0.32760277
37,pixar004,run-01,splithalf-01,,-0.53354037,,-0.2144572
38,pixar004,run-01,splithalf-01,,-0.91198444,,-0.03461401
39,pixar004,run-01,splithalf-01,,-0.7537743,,0.32663798
40,pixar004,run-01,splithalf-01,,-0.26355198,,0.15704107
41,pixar004,run-01,splithalf-01,,-0.2778387,,-0.044563964
42,pixar004,run-01,splithalf-01,,-0.16763645,,-0.2622397
43,pixar004,run-01,splithalf-01,,-0.31854886,,-0.5035075
44,pixar004,run-01,splithalf-01,,-0.5149833,,-0.16173491
45,pixar004,run-01,splithalf-01,,-0.4823571,,-0.46466503
46,pixar004,run-01,splithalf-01,,-0.7842078,,-0.35669225
47,pixar004,run-01,splithalf-01,,-0.90715235,,-0.69123733
48,pixar004,run-01,splithalf-01,,-0.69497,,-0.47069192
49,pixar004,run-01,splithalf-01,,0.38507354,,-0.051791124
50,pixar004,run-01,splithalf-01,,0.60739124,,-0.23903194
51,pixar004,run-01,splithalf-01,,0.3189125,,-0.28856948
52,pixar004,run-01,splithalf-01,,-0.06721525,,-0.7618176
53,pixar004,run-01,splithalf-01,,-0.23258893,,-0.20829153
54,pixar004,run-01,splithalf-01,,-0.25345257,,-0.51602656
55,pixar004,run-01,splithalf-01,,0.87190247,,-0.34101838
56,pixar004,run-01,splithalf-01,,1.0376303,,-0.17181048
57,pixar004,run-01,splithalf-01,,0.63747406,,-0.6028956
58,pixar004,run-01,splithalf-01,,0.20799358,,-1.1526122
59,pixar004,run-01,splithalf-01,,0.24082665,,-1.0500561
60,pixar004,run-01,splithalf-01,,0.23062459,,-0.65598804
61,pixar004,run-01,splithalf-01,,,,
62,pixar004,run-01,splithalf-01,,,,
63,pixar004,run-01,splithalf-01,,-0.74964666,,-0.19526526
64,pixar004,run-01,splithalf-01,,-0.79325134,,-0.715495
65,pixar004,run-01,splithalf-01,,-0.09919651,,-1.377183
66,pixar004,run-01,splithalf-01,,0.15731028,,-1.0023884
67,pixar004,run-01,splithalf-01,,0.05531167,,-0.7043775
68,pixar004,run-01,splithalf-01,,0.37775776,,-0.9162713
69,pixar004,run-01,splithalf-01,,0.33070827,,-0.9600067
70,pixar004,run-01,splithalf-01,,0.5271241,,-1.0186393
71,pixar004,run-01,splithalf-01,,-0.518201,,-0.9577341
72,pixar004,run-01,splithalf-01,,-0.010534978,,-1.0167148
73,pixar004,run-01,splithalf-01,,-0.51598763,,-0.74827486
74,pixar004,run-01,splithalf-01,,0.24603772,,-0.70991355
75,pixar004,run-01,splithalf-01,,0.20049195,,-0.45291224
76,pixar004,run-01,splithalf-01,,0.14753778,,-0.74425566
77,pixar004,run-01,splithalf-01,,-0.3590773,,-1.3129643
78,pixar004,run-01,splithalf-01,,-0.07480743,,-1.3114417
79,pixar004,run-01,splithalf-01,,-0.13657264,,-1.24357
80,pixar004,run-01,splithalf-01,,0.38044184,,-0.72812206
81,pixar004,run-01,splithalf-01,,0.52216023,,-1.0268631
0,pixar004,run-01,splithalf-02,-0.10729176,,0.22710375,
1,pixar004,run-01,splithalf-02,-0.62325704,,-0.46046296,
2,pixar004,run-01,splithalf-02,-1.0818542,,-1.0970243,
3,pixar004,run-01,splithalf-02,-0.7116914,,-0.7766309,
4,pixar004,run-01,splithalf-02,-0.16236171,,-0.22854061,
5,pixar004,run-01,splithalf-02,-0.37025914,,-0.5494704,
6,pixar004,run-01,splithalf-02,-0.5024473,,-0.72882736,
7,pixar004,run-01,splithalf-02,-0.36518422,,-0.3593738,
8,pixar004,run-01,splithalf-02,0.54193246,,-0.5245919,
9,pixar004,run-01,splithalf-02,0.06603136,,-0.53686464,
10,pixar004,run-01,splithalf-02,-0.63843304,,-0.071746185,
11,pixar004,run-01,splithalf-02,-0.8030653,,-0.32828265,
12,pixar004,run-01,splithalf-02,-0.58669233,,-0.47048068,
13,pixar004,run-01,splithalf-02,-1.0519068,,-0.47221917,
14,pixar004,run-01,splithalf-02,,,,
15,pixar004,run-01,splithalf-02,,,,
16,pixar004,run-01,splithalf-02,-0.7068165,,-0.9550093,
17,pixar004,run-01,splithalf-02,0.41072732,,-0.3762303,
18,pixar004,run-01,splithalf-02,-0.34051085,,-0.5700125,
19,pixar004,run-01,splithalf-02,0.35454255,,-0.913627,
20,pixar004,run-01,splithalf-02,0.3733508,,-0.11353171,
21,pixar004,run-01,splithalf-02,-0.21953368,,-0.20738673,
22,pixar004,run-01,splithalf-02,-0.5927722,,-0.50117,
23,pixar004,run-01,splithalf-02,0.03068557,,-0.8809991,
24,pixar004,run-01,splithalf-02,0.21566716,,-0.558097,
25,pixar004,run-01,splithalf-02,0.8898689,,0.12609346,
26,pixar004,run-01,splithalf-02,0.07381971,,-0.18803301,
27,pixar004,run-01,splithalf-02,0.61903775,,-0.353434,
28,pixar004,run-01,splithalf-02,-0.0071393894,,-0.52611566,
29,pixar004,run-01,splithalf-02,0.20972152,,-0.9991932,
30,pixar004,run-01,splithalf-02,-0.13218683,,-0.43240556,
31,pixar004,run-01,splithalf-02,0.7799327,,-0.40224448,
32,pixar004,run-01,splithalf-02,-0.3510357,,-0.3426775,
33,pixar004,run-01,splithalf-02,0.25203764,,0.09002081,
34,pixar004,run-01,splithalf-02,1.2778343,,-0.950556,
35,pixar004,run-01,splithalf-02,0.19170637,,-0.20796266,
36,pixar004,run-01,splithalf-02,,,,
37,pixar004,run-01,splithalf-02,0.931785,,0.16338433,
38,pixar004,run-01,splithalf-02,0.7955397,,1.0084045,
39,pixar004,run-01,splithalf-02,0.5568071,,0.65677625,
40,pixar004,run-01,splithalf-02,-0.9475282,,-0.53499,
41,pixar004,run-01,splithalf-02,-0.47371656,,0.01739924,
42,pixar004,run-01,splithalf-02,-0.38921294,,0.07015706,
43,pixar004,run-01,splithalf-02,-0.3843862,,0.37245455,
44,pixar004,run-01,splithalf-02,1.5103433,,-0.61863554,
45,pixar004,run-01,splithalf-02,0.6686141,,-0.35027462,
46,pixar004,run-01,splithalf-02,-0.34260374,,0.02780039,
47,pixar004,run-01,splithalf-02,0.5154126,,0.23079833,
48,pixar004,run-01,splithalf-02,1.0720596,,0.47567147,
49,pixar004,run-01,splithalf-02,0.3190524,,0.82304317,
50,pixar004,run-01,splithalf-02,-0.22662501,,-0.1059791,
51,pixar004,run-01,splithalf-02,-0.7778207,,-0.64665306,
52,pixar004,run-01,splithalf-02,-0.2003797,,-0.414337,
53,pixar004,run-01,splithalf-02,0.5063065,,0.2638287,
54,pixar004,run-01,splithalf-02,0.5095953,,-0.35986897,
55,pixar004,run-01,splithalf-02,-0.8038567,,0.17565933,
56,pixar004,run-01,splithalf-02,,,,
57,pixar004,run-01,splithalf-02,-1.2295399,,-0.042233884,
58,pixar004,run-01,splithalf-02,-1.1166953,,0.19042598,
59,pixar004,run-01,splithalf-02,-0.6549524,,0.2929663,
60,pixar004,run-01,splithalf-02,-0.5236541,,0.48675805,
61,pixar004,run-01,splithalf-02,-0.23679535,,0.9149499,
62,pixar004,run-01,splithalf-02,-1.0909767,,0.7781321,
63,pixar004,run-01,splithalf-02,0.6430732,,0.49666563,
64,pixar004,run-01,splithalf-02,0.5108827,,0.9772434,
65,pixar004,run-01,splithalf-02,0.668853,,0.68647933,
66,pixar004,run-01,splithalf-02,-0.17158513,,0.43060464,
67,pixar004,run-01,splithalf-02,-0.62566024,,-0.016937483,
68,pixar004,run-01,splithalf-02,-0.19648226,,0.2308683,
69,pixar004,run-01,splithalf-02,-0.82783335,,1.2434692,
70,pixar004,run-01,splithalf-02,-0.19820176,,0.49443024,
71,pixar004,run-01,splithalf-02,0.48791122,,0.04849959,
72,pixar004,run-01,splithalf-02,0.6516191,,0.52469695,
73,pixar004,run-01,splithalf-02,1.2874408,,0.72859526,
74,pixar004,run-01,splithalf-02,0.9924213,,0.2720373,
75,pixar004,run-01,splithalf-02,0.54172266,,1.5022628,
76,pixar004,run-01,splithalf-02,0.1992481,,0.12138083,
77,pixar004,run-01,splithalf-02,0.93051815,,1.0659907,
78,pixar004,run-01,splithalf-02,1.4034731,,0.36703506,
79,pixar004,run-01,splithalf-02,0.06660837,,1.4588772,
80,pixar004,run-01,splithalf-02,-0.20880315,,1.1056197,
81,pixar004,run-01,splithalf-02,-1.075113,,0.026110198,
0,pixar005,run-01,splithalf-01,,0.035331886,,-2.016835
1,pixar005,run-01,splithalf-01,,0.4724729,,-0.69315565
2,pixar005,run-01,splithalf-01,,0.6960638,,-0.6953601
3,pixar005,run-01,splithalf-01,,-1.8117195,,-2.028009
4,pixar005,run-01,splithalf-01,,-0.48108855,,-0.18470241
5,pixar005,run-01,splithalf-01,,-0.4706996,,-1.7204037
6,pixar005,run-01,splithalf-01,,-0.87099457,,-0.0665489
7,pixar005,run-01,splithalf-01,,-0.6463005,,-0.6441576
8,pixar005,run-01,splithalf-01,,0.28108868,,0.66834915
9,pixar005,run-01,splithalf-01,,0.7257124,,1.0753552
10,pixar005,run-01,splithalf-01,,0.7799612,,1.3319831
11,pixar005,run-01,splithalf-01,,0.18295915,,0.7271385
12,pixar005,run-01,splithalf-01,,-0.011380181,,0.41777128
13,pixar005,run-01,splithalf-01,,-0.20713699,,-0.036259096
14,pixar005,run-01,splithalf-01,,0.5905076,,0.78873503
15,pixar005,run-01,splithalf-01,,-0.29648533,,0.20851128
16,pixar005,run-01,splithalf-01,,0.050414465,,-0.15162499
17,pixar005,run-01,splithalf-01,,-0.49376926,,-0.960128
18,pixar005,run-01,splithalf-01,,-0.56757313,,0.2240915
19,pixar005,run-01,splithalf-01,,-0.7752236,,-0.075773396
20,pixar005,run-01,splithalf-01,,0.41313624,,-0.47975358
21,pixar005,run-01,splithalf-01,,0.060456146,,0.34367192
22,pixar005,run-01,splithalf-01,,-0.557226,,0.02874113
23,pixar005,run-01,splithalf-01,,-0.6786227,,-0.13280809
24,pixar005,run-01,splithalf-01,,0.19779435,,0.36034518
25,pixar005,run-01,splithalf-01,,-0.05096538,,0.10183804
26,pixar005,run-01,splithalf-01,,-0.8628522,,0.65843666
27,pixar005,run-01,splithalf-01,,-0.6782731,,0.8934652
28,pixar005,run-01,splithalf-01,,-0.0966184,,0.6742958
29,pixar005,run-01,splithalf-01,,-1.0666288,,-0.82948625
30,pixar005,run-01,splithalf-01,,-1.3834282,,-1.2124984
31,pixar005,run-01,splithalf-01,,-0.8646451,,-1.3648156
32,pixar005,run-01,splithalf-01,,-0.26010713,,-0.3969689
33,pixar005,run-01,splithalf-01,,-0.46620816,,-0.017061293
34,pixar005,run-01,splithalf-01,,-0.38105953,,-0.06027799
35,pixar005,run-01,splithalf-01,,-0.8305875,,0.04577487
36,pixar005,run-01,splithalf-01,,-0.7158142,,-0.8741561
37,pixar005,run-01,splithalf-01,,-0.3049818,,0.5476017
38,pixar005,run-01,splithalf-01,,-0.44178137,,-0.4837109
39,pixar005,run-01,splithalf-01,,-0.33134156,,-0.0031064718
40,pixar005,run-01,splithalf-01,,-0.595698,,-0.15120837
41,pixar005,run-01,splithalf-01,,-0.44020256,,-0.26544327
42,pixar005,run-01,splithalf-01,,0.1554002,,0.3619426
43,pixar005,run-01,splithalf-01,,-0.5889573,,0.32912132
44,pixar005,run-01,splithalf-01,,0.11447577,,-0.14168811
45,pixar005,run-01,splithalf-01,,-0.2824712,,0.21175285
46,pixar005,run-01,splithalf-01,,-0.15258679,,0.6948148
47,pixar005,run-01,splithalf-01,,0.033121426,,0.10966718
48,pixar005,run-01,splithalf-01,,0.3511724,,0.57501376
49,pixar005,run-01,splithalf-01,,0.17632869,,-0.014527701
50,pixar005,run-01,splithalf-01,,-0.03135388,,0.0011961132
51,pixar005,run-01,splithalf-01,,0.7213511,,1.1241935
52,pixar005,run-01,splithalf-01,,0.080661625,,0.22572951
53,pixar005,run-01,splithalf-01,,-0.58732253,,-0.8265707
54,pixar005,run-01,splithalf-01,,0.10670443,,0.32784134
55,pixar005,run-01,splithalf-01,,-0.8799116,,-0.91641885
56,pixar005,run-01,splithalf-01,,-0.10933316,,0.025250245
57,pixar005,run-01,splithalf-01,,-0.84287626,,-0.83292294
58,pixar005,run-01,splithalf-01,,-0.15075457,,0.0982125
59,pixar005,run-01,splithalf-01,,0.7605746,,-0.6085333
60,pixar005,run-01,splithalf-01,,0.6319786,,-0.08051424
61,pixar005,run-01,splithalf-01,,0.4676129,,0.47274643
62,pixar005,run-01,splithalf-01,,0.26333326,,0.47659445
63,pixar005,run-01,splithalf-01,,0.7011554,,0.32514292
64,pixar005,run-01,splithalf-01,,0.6710024,,-0.2674181
65,pixar005,run-01,splithalf-01,,0.5118766,,0.12609813
66,pixar005,run-01,splithalf-01,,-0.03507611,,0.3057192
67,pixar005,run-01,splithalf-01,,1.0606887,,0.6119053
68,pixar005,run-01,splithalf-01,,0.77675563,,0.4317456
69,pixar005,run-01,splithalf-01,,0.31256288,,0.11821912
70,pixar005,run-01,splithalf-01,,1.2848915,,0.6191065
71,pixar005,run-01,splithalf-01,,0.69786066,,0.23569807
72,pixar005,run-01,splithalf-01,,0.67605954,,0.90103614
73,pixar005,run-01,splithalf-01,,1.6358563,,0.59908164
74,pixar005,run-01,splithalf-01,,1.1367004,,0.7585365
75,pixar005,run-01,splithalf-01,,1.0380479,,0.68984294
76,pixar005,run-01,splithalf-01,,0.9324457,,-0.5667094
77,pixar005,run-01,splithalf-01,,0.8939438,,-0.6114272
78,pixar005,run-01,splithalf-01,,0.62898314,,-0.23231491
79,pixar005,run-01,splithalf-01,,-0.9214053,,-0.27471817
80,pixar005,run-01,splithalf-01,,0.7099618,,0.6931132
81,pixar005,run-01,splithalf-01,,0.20396066,,0.37256673
0,pixar005,run-01,splithalf-02,0.11085419,,0.24714449,
1,pixar005,run-01,splithalf-02,-0.100647606,,0.30363727,
2,pixar005,run-01,splithalf-02,-0.26848716,,0.08065599,
3,pixar005,run-01,splithalf-02,0.11434519,,1.1028959,
4,pixar005,run-01,splithalf-02,0.5006294,,-0.036395453,
5,pixar005,run-01,splithalf-02,0.009408611,,-0.022156695,
6,pixar005,run-01,splithalf-02,0.23980355,,0.21449652,
7,pixar005,run-01,splithalf-02,1.113035,,1.5406128,
8,pixar005,run-01,splithalf-02,0.03265668,,0.08138427,
9,pixar005,run-01,splithalf-02,-0.01961959,,0.55166453,
10,pixar005,run-01,splithalf-02,-0.19235703,,0.4813339,
11,pixar005,run-01,splithalf-02,-1.9048455,,1.1334082,
12,pixar005,run-01,splithalf-02,-1.0442989,,-0.1572003,
13,pixar005,run-01,splithalf-02,-0.1053668,,0.61926043,
14,pixar005,run-01,splithalf-02,-0.39500105,,0.51593906,
15,pixar005,run-01,splithalf-02,-0.030024922,,-0.24882796,
16,pixar005,run-01,splithalf-02,-0.2755886,,1.3747175,
17,pixar005,run-01,splithalf-02,-0.9571568,,0.8074171,
18,pixar005,run-01,splithalf-02,-0.98433053,,1.372007,
19,pixar005,run-01,splithalf-02,0.15399785,,0.54808176,
20,pixar005,run-01,splithalf-02,-0.4370467,,0.84562796,
21,pixar005,run-01,splithalf-02,0.6659254,,-0.5477016,
22,pixar005,run-01,splithalf-02,0.27213714,,0.6674584,
23,pixar005,run-01,splithalf-02,-0.48289672,,0.52889895,
24,pixar005,run-01,splithalf-02,-0.9059585,,-0.034763888,
25,pixar005,run-01,splithalf-02,-0.15942752,,0.42940226,
26,pixar005,run-01,splithalf-02,-0.3154857,,1.0360161,
27,pixar005,run-01,splithalf-02,-0.11465065,,0.76134014,
28,pixar005,run-01,splithalf-02,-0.8774454,,-0.055340923,
29,pixar005,run-01,splithalf-02,-0.9608067,,-0.5574028,
30,pixar005,run-01,splithalf-02,-0.88151205,,-0.120951675,
31,pixar005,run-01,splithalf-02,-0.58903724,,-0.5524458,
32,pixar005,run-01,splithalf-02,-0.42028585,,0.12119909,
33,pixar005,run-01,splithalf-02,0.2104301,,-0.2831413,
34,pixar005,run-01,splithalf-02,-0.37744606,,0.2573235,
35,pixar005,run-01,splithalf-02,-0.09631123,,-0.5769908,
36,pixar005,run-01,splithalf-02,-0.83950406,,0.051076733,
37,pixar005,run-01,splithalf-02,0.26077193,,-0.4701969,
38,pixar005,run-01,splithalf-02,-0.16642292,,0.7550829,
39,pixar005,run-01,splithalf-02,0.7294502,,0.72211874,
40,pixar005,run-01,splithalf-02,0.41868553,,-0.26033455,
41,pixar005,run-01,splithalf-02,0.41712314,,-0.6036747,
42,pixar005,run-01,splithalf-02,-0.031648364,,-0.16585791,
43,pixar005,run-01,splithalf-02,0.08026902,,-0.9586214,
44,pixar005,run-01,splithalf-02,-0.0061383694,,-0.20984432,
45,pixar005,run-01,splithalf-02,0.3869981,,0.030025542,
46,pixar005,run-01,splithalf-02,-0.38212004,,-0.37472424,
47,pixar005,run-01,splithalf-02,0.40787035,,-0.09550699,
48,pixar005,run-01,splithalf-02,0.8400879,,-0.52835643,
49,pixar005,run-01,splithalf-02,-0.06914811,,0.73902464,
50,pixar005,run-01,splithalf-02,0.5582924,,0.26907295,
51,pixar005,run-01,splithalf-02,0.7331069,,1.2031262,
52,pixar005,run-01,splithalf-02,-0.2539103,,0.7313819,
53,pixar005,run-01,splithalf-02,-0.17960495,,-0.6446394,
54,pixar005,run-01,splithalf-02,-1.2152607,,-0.6940268,
55,pixar005,run-01,splithalf-02,-0.8177274,,0.36914587,
56,pixar005,run-01,splithalf-02,-0.8389184,,-0.6174942,
57,pixar005,run-01,splithalf-02,0.1049538,,-0.67696273,
58,pixar005,run-01,splithalf-02,-0.70918894,,-0.044251837,
59,pixar005,run-01,splithalf-02,-0.32571286,,-0.26825437,
60,pixar005,run-01,splithalf-02,0.43451148,,-1.1233481,
61,pixar005,run-01,splithalf-02,-1.0981307,,0.19389226,
62,pixar005,run-01,splithalf-02,0.48560137,,0.39531893,
63,pixar005,run-01,splithalf-02,1.3458045,,-1.1908556,
64,pixar005,run-01,splithalf-02,0.4869519,,-0.00021524579,
65,pixar005,run-01,splithalf-02,0.764007,,0.31684098,
66,pixar005,run-01,splithalf-02,0.5777067,,-0.65495026,
67,pixar005,run-01,splithalf-02,0.6782898,,-0.58977354,
68,pixar005,run-01,splithalf-02,0.24808529,,0.17621084,
69,pixar005,run-01,splithalf-02,0.3119931,,0.913829,
70,pixar005,run-01,splithalf-02,-0.005397466,,-0.54347694,
71,pixar005,run-01,splithalf-02,-0.33109117,,-0.6190461,
72,pixar005,run-01,splithalf-02,0.41139477,,-1.2371063,
73,pixar005,run-01,splithalf-02,0.9373844,,-1.7315763,
74,pixar005,run-01,splithalf-02,0.34244886,,-0.68358326,
75,pixar005,run-01,splithalf-02,-0.14434913,,-0.25721404,
76,pixar005,run-01,splithalf-02,1.1681448,,-0.5640653,
