time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02
32,pixar091,run-01,splithalf-02,0.936206,,0.6890505,
33,pixar091,run-01,splithalf-02,-0.018535485,,1.5623143,
34,pixar091,run-01,splithalf-02,-1.1275843,,0.051323306,
35,pixar091,run-01,splithalf-02,-0.38880646,,0.320862,
36,pixar091,run-01,splithalf-02,0.47093135,,0.86066496,
37,pixar091,run-01,splithalf-02,,,,
38,pixar091,run-01,splithalf-02,,,,
39,pixar091,run-01,splithalf-02,-0.91816866,,-0.55453444,
40,pixar091,run-01,splithalf-02,-1.8457367,,-0.84028226,
41,pixar091,run-01,splithalf-02,-0.6647059,,-0.37262535,
42,pixar091,run-01,splithalf-02,-0.29106936,,0.33793014,
43,pixar091,run-01,splithalf-02,-0.042142265,,-0.16409399,
44,pixar091,run-01,splithalf-02,-0.32299984,,0.25400916,
45,pixar091,run-01,splithalf-02,-0.3034417,,-0.12598531,
46,pixar091,run-01,splithalf-02,-0.23666067,,-0.31455475,
47,pixar091,run-01,splithalf-02,-0.8214197,,-0.28128466,
48,pixar091,run-01,splithalf-02,-1.2289684,,0.39944607,
49,pixar091,run-01,splithalf-02,-0.6049751,,-0.18123886,
50,pixar091,run-01,splithalf-02,-0.56562674,,0.76951855,
51,pixar091,run-01,splithalf-02,-0.83282197,,-0.17964593,
52,pixar091,run-01,splithalf-02,-0.23691452,,0.14952715,
53,pixar091,run-01,splithalf-02,-0.07360061,,1.2432554,
54,pixar091,run-01,splithalf-02,-0.7095965,,0.2749854,
55,pixar091,run-01,splithalf-02,-1.8733975,,-0.25549993,
56,pixar091,run-01,splithalf-02,-0.87362957,,1.2241449,
57,pixar091,run-01,splithalf-02,-0.022780186,,0.33642945,
58,pixar091,run-01,splithalf-02,-0.3367767,,0.4312733,
59,pixar091,run-01,splithalf-02,0.02950598,,1.2836746,
60,pixar091,run-01,splithalf-02,-0.07003705,,0.3242162,
61,pixar091,run-01,splithalf-02,0.107757114,,0.3264606,
62,pixar091,run-01,splithalf-02,-0.114680745,,0.7715883,
63,pixar091,run-01,splithalf-02,0.42910653,,-0.28109822,
64,pixar091,run-01,splithalf-02,0.5448441,,0.78830105,
65,pixar091,run-01,splithalf-02,0.89020175,,0.24905996,
66,pixar091,run-01,splithalf-02,0.7829248,,0.5073435,
67,pixar091,run-01,splithalf-02,-0.14704391,,-0.14734602,
68,pixar091,run-01,splithalf-02,0.13914834,,-0.7575734,
69,pixar091,run-01,splithalf-02,-0.20400481,,-0.039670825,
70,pixar091,run-01,splithalf-02,0.092235245,,-0.36118513,
71,pixar091,run-01,splithalf-02,0.37808537,,0.47074217,
72,pixar091,run-01,splithalf-02,-0.0009834096,,-0.4467268,
73,pixar091,run-01,splithalf-02,0.7781409,,0.2684526,
74,pixar091,run-01,splithalf-02,0.5317393,,0.4967169,
75,pixar091,run-01,splithalf-02,0.5941909,,0.23321581,
76,pixar091,run-01,splithalf-02,0.13644543,,0.48928317,
77,pixar091,run-01,splithalf-02,0.36381012,,0.027306015,
78,pixar091,run-01,splithalf-02,0.31594047,,-0.7623607,
79,pixar091,run-01,splithalf-02,0.26375556,,-0.678557,
80,pixar091,run-01,splithalf-02,-1.4578699,,-3.1595533,
81,pixar091,run-01,splithalf-02,-0.6839145,,-2.5373702,
0,pixar092,run-01,splithalf-01,,-0.5193658,,-1.2193563
1,pixar092,run-01,splithalf-01,,-0.4859764,,-1.0679783
2,pixar092,run-01,splithalf-01,,-1.0243549,,-1.3732088
3,pixar092,run-01,splithalf-01,,-1.2064987,,-1.5445039
4,pixar092,run-01,splithalf-01,,-1.1839019,,-1.5598902
5,pixar092,run-01,splithalf-01,,-1.7265438,,-1.7916286
6,pixar092,run-01,splithalf-01,,-1.9373478,,-1.6633198
7,pixar092,run-01,splithalf-01,,-0.84824646,,-1.0730002
8,pixar092,run-01,splithalf-01,,-0.50814503,,-0.7369175
9,pixar092,run-01,splithalf-01,,-0.3494563,,-0.9735323
10,pixar092,run-01,splithalf-01,,-0.94751966,,-0.59536153
11,pixar092,run-01,splithalf-01,,-0.5315796,,-0.8635848
12,pixar092,run-01,splithalf-01,,-0.18549672,,-0.65073776
13,pixar092,run-01,splithalf-01,,-0.57344806,,-0.56446725
14,pixar092,run-01,splithalf-01,,-0.8348883,,-0.60608244
15,pixar092,run-01,splithalf-01,,-0.5834387,,-0.8604126
16,pixar092,run-01,splithalf-01,,-0.79673564,,-0.69426745
17,pixar092,run-01,splithalf-01,,-1.0665398,,-0.717128
18,pixar092,run-01,splithalf-01,,-0.98144567,,-1.2389799
19,pixar092,run-01,splithalf-01,,-1.2409437,,-0.93699914
20,pixar092,run-01,splithalf-01,,-0.9866222,,-0.7333654
21,pixar092,run-01,splithalf-01,,-0.43584543,,-0.4199315
22,pixar092,run-01,splithalf-01,,0.20752874,,0.06947484
23,pixar092,run-01,splithalf-01,,0.14116704,,-0.21468297
24,pixar092,run-01,splithalf-01,,-0.16625747,,0.29543772
25,pixar092,run-01,splithalf-01,,0.32232562,,0.017367875
26,pixar092,run-01,splithalf-01,,0.12304717,,-0.10177722
27,pixar092,run-01,splithalf-01,,-0.23316613,,-0.42376247
28,pixar092,run-01,splithalf-01,,-0.2753714,,-0.5760401
29,pixar092,run-01,splithalf-01,,0.69424856,,-0.18042496
30,pixar092,run-01,splithalf-01,,0.007532227,,-0.4810801
31,pixar092,run-01,splithalf-01,,0.12856813,,-0.60220087
32,pixar092,run-01,splithalf-01,,-0.47812158,,-0.43351418
33,pixar092,run-01,splithalf-01,,0.10994782,,-0.01582157
34,pixar092,run-01,splithalf-01,,-0.55153596,,-0.5180396
35,pixar092,run-01,splithalf-01,,-0.44140777,,0.11408548
36,pixar092,run-01,splithalf-01,,-0.47166175,,-0.39088708
37,pixar092,run-01,splithalf-01,,0.28211585,,0.07505616
38,pixar092,run-01,splithalf-01,,-0.61004966,,-0.0057509243
39,pixar092,run-01,splithalf-01,,0.24910717,,0.4725903
40,pixar092,run-01,splithalf-01,,0.44868833,,0.42195854
41,pixar092,run-01,splithalf-01,,0.58180654,,0.8049817
42,pixar092,run-01,splithalf-01,,1.1047559,,0.7467901
43,pixar092,run-01,splithalf-01,,1.1922536,,0.6886228
44,pixar092,run-01,splithalf-01,,1.3645879,,1.232711
45,pixar092,run-01,splithalf-01,,0.70324504,,0.8455763
46,pixar092,run-01,splithalf-01,,0.73720586,,0.5757741
47,pixar092,run-01,splithalf-01,,0.079820916,,0.48938107
48,pixar092,run-01,splithalf-01,,1.3675005,,0.76268685
49,pixar092,run-01,splithalf-01,,1.0894773,,0.8466021
50,pixar092,run-01,splithalf-01,,0.79491913,,0.51878995
51,pixar092,run-01,splithalf-01,,0.44693065,,0.76904833
52,pixar092,run-01,splithalf-01,,0.25209814,,0.43494806
53,pixar092,run-01,splithalf-01,,-0.0666937,,0.74914664
54,pixar092,run-01,splithalf-01,,-0.045089684,,0.16669525
55,pixar092,run-01,splithalf-01,,-0.5603545,,-0.1322091
56,pixar092,run-01,splithalf-01,,-0.41649312,,0.062344342
57,pixar092,run-01,splithalf-01,,-0.08809833,,0.7013973
58,pixar092,run-01,splithalf-01,,0.6951453,,0.7729064
59,pixar092,run-01,splithalf-01,,0.7906039,,0.45927304
60,pixar092,run-01,splithalf-01,,1.2914879,,0.93230325
61,pixar092,run-01,splithalf-01,,,,
62,pixar092,run-01,splithalf-01,,0.5612586,,0.6343603
63,pixar092,run-01,splithalf-01,,0.4320568,,0.6311736
64,pixar092,run-01,splithalf-01,,0.22844835,,0.48280925
65,pixar092,run-01,splithalf-01,,0.69323045,,0.5578227
66,pixar092,run-01,splithalf-01,,0.07028459,,0.6135456
67,pixar092,run-01,splithalf-01,,-0.4344011,,0.5448258
68,pixar092,run-01,splithalf-01,,0.3165313,,1.0633547
69,pixar092,run-01,splithalf-01,,0.6023094,,0.44454727
70,pixar092,run-01,splithalf-01,,0.78479,,0.60443956
71,pixar092,run-01,splithalf-01,,0.02235753,,0.32389864
72,pixar092,run-01,splithalf-01,,-0.31627232,,0.16035828
73,pixar092,run-01,splithalf-01,,-0.1377385,,0.22451119
74,pixar092,run-01,splithalf-01,,0.73873407,,0.9485819
75,pixar092,run-01,splithalf-01,,1.2337475,,1.1895953
76,pixar092,run-01,splithalf-01,,1.3972629,,0.8045516
77,pixar092,run-01,splithalf-01,,0.13382861,,0.56852084
78,pixar092,run-01,splithalf-01,,0.00027164072,,0.084093116
79,pixar092,run-01,splithalf-01,,0.6502002,,0.781407
80,pixar092,run-01,splithalf-01,,1.0767657,,0.9460705
81,pixar092,run-01,splithalf-01,,0.099012814,,0.32671866
0,pixar092,run-01,splithalf-02,-0.59208953,,-0.4892808,
1,pixar092,run-01,splithalf-02,0.6288465,,0.23121731,
2,pixar092,run-01,splithalf-02,-0.326737,,-0.21693508,
3,pixar092,run-01,splithalf-02,-0.23123522,,0.088190034,
4,pixar092,run-01,splithalf-02,-0.0647706,,-0.22137085,
5,pixar092,run-01,splithalf-02,-0.4597929,,-0.68269074,
6,pixar092,run-01,splithalf-02,0.7123686,,0.3742469,
7,pixar092,run-01,splithalf-02,0.62877256,,0.46411592,
8,pixar092,run-01,splithalf-02,1.0252045,,1.1043358,
9,pixar092,run-01,splithalf-02,-0.2037818,,0.124861956,
10,pixar092,run-01,splithalf-02,-0.1169726,,0.18583418,
11,pixar092,run-01,splithalf-02,1.0719932,,0.44980496,
12,pixar092,run-01,splithalf-02,-0.2637225,,-0.040198803,
13,pixar092,run-01,splithalf-02,0.33938026,,1.2328299,
14,pixar092,run-01,splithalf-02,0.39336768,,0.40906268,
15,pixar092,run-01,splithalf-02,0.63831484,,0.9564681,
16,pixar092,run-01,splithalf-02,1.3299217,,0.6567435,
17,pixar092,run-01,splithalf-02,0.52078897,,0.93492174,
18,pixar092,run-01,splithalf-02,0.42046958,,-0.9809326,
19,pixar092,run-01,splithalf-02,0.23362426,,-0.41375646,
20,pixar092,run-01,splithalf-02,0.23047885,,0.29150772,
21,pixar092,run-01,splithalf-02,0.2590088,,0.10872557,
22,pixar092,run-01,splithalf-02,-0.06763686,,0.18003993,
23,pixar092,run-01,splithalf-02,0.0091889,,0.025547504,
24,pixar092,run-01,splithalf-02,0.44274682,,0.47150192,
25,pixar092,run-01,splithalf-02,-0.050273143,,-0.0960541,
26,pixar092,run-01,splithalf-02,0.21651013,,0.30377245,
27,pixar092,run-01,splithalf-02,0.60869086,,-0.3183543,
28,pixar092,run-01,splithalf-02,0.11282907,,-0.18408677,
29,pixar092,run-01,splithalf-02,0.5363933,,-0.43861303,
30,pixar092,run-01,splithalf-02,0.21345463,,0.076937,
31,pixar092,run-01,splithalf-02,0.15184641,,-0.265083,
32,pixar092,run-01,splithalf-02,-0.18183158,,-0.9431149,
33,pixar092,run-01,splithalf-02,0.31504044,,0.63388765,
34,pixar092,run-01,splithalf-02,0.54515094,,-0.39106917,
35,pixar092,run-01,splithalf-02,0.30680603,,0.20614187,
36,pixar092,run-01,splithalf-02,-0.048410386,,-0.63646847,
37,pixar092,run-01,splithalf-02,-0.35176525,,-0.24779978,
38,pixar092,run-01,splithalf-02,0.014826881,,-0.49663368,
39,pixar092,run-01,splithalf-02,-0.17880924,,0.2557897,
40,pixar092,run-01,splithalf-02,-0.47971392,,-0.04388041,
41,pixar092,run-01,splithalf-02,-0.80121404,,-0.75787246,
42,pixar092,run-01,splithalf-02,-0.90308285,,-0.43147668,
43,pixar092,run-01,splithalf-02,0.5595422,,0.79922307,
44,pixar092,run-01,splithalf-02,0.26468235,,-0.3269872,
45,pixar092,run-01,splithalf-02,-0.30661994,,-1.0497234,
46,pixar092,run-01,splithalf-02,-0.522637,,-0.80529433,
47,pixar092,run-01,splithalf-02,0.47293156,,0.6272522,
48,pixar092,run-01,splithalf-02,1.655267,,0.54876816,
49,pixar092,run-01,splithalf-02,0.3040939,,0.5387824,
50,pixar092,run-01,splithalf-02,0.48427138,,0.17874883,
51,pixar092,run-01,splithalf-02,0.012407487,,-0.30446178,
52,pixar092,run-01,splithalf-02,0.8850624,,0.29654208,
53,pixar092,run-01,splithalf-02,-0.07176554,,-0.4281227,
54,pixar092,run-01,splithalf-02,-0.31609255,,-0.16250989,
55,pixar092,run-01,splithalf-02,0.46366492,,1.4560039,
56,pixar092,run-01,splithalf-02,0.6089867,,0.55764854,
57,pixar092,run-01,splithalf-02,-0.47408623,,0.10651499,
58,pixar092,run-01,splithalf-02,-0.13477607,,-0.51664174,
59,pixar092,run-01,splithalf-02,-1.1325678,,-0.8591827,
60,pixar092,run-01,splithalf-02,-0.7300503,,0.0058534527,
61,pixar092,run-01,splithalf-02,0.016761024,,-0.9861231,
62,pixar092,run-01,splithalf-02,-0.43985873,,-0.5908025,
63,pixar092,run-01,splithalf-02,-0.24333961,,0.22288838,
64,pixar092,run-01,splithalf-02,-0.5665144,,0.5592349,
65,pixar092,run-01,splithalf-02,0.69046545,,-0.21864586,
66,pixar092,run-01,splithalf-02,-0.3614564,,-0.4353935,
67,pixar092,run-01,splithalf-02,-1.5224159,,-0.76448524,
68,pixar092,run-01,splithalf-02,-0.7940818,,-1.3230269,
69,pixar092,run-01,splithalf-02,-1.1057163,,-1.1993328,
70,pixar092,run-01,splithalf-02,-1.3315489,,-0.3085924,
71,pixar092,run-01,splithalf-02,-0.34210235,,-0.74105346,
72,pixar092,run-01,splithalf-02,0.87526655,,0.51172215,
73,pixar092,run-01,splithalf-02,-0.36499542,,0.09291325,
74,pixar092,run-01,splithalf-02,0.19273385,,0.26783234,
75,pixar092,run-01,splithalf-02,-0.21941142,,0.038216278,
76,pixar092,run-01,splithalf-02,-0.09812118,,-0.111610934,
77,pixar092,run-01,splithalf-02,-0.983665,,0.02392288,
78,pixar092,run-01,splithalf-02,0.0026251792,,0.8503749,
79,pixar092,run-01,splithalf-02,-0.20739949,,0.60354006,
80,pixar092,run-01,splithalf-02,-0.4809994,,1.3336651,
81,pixar092,run-01,splithalf-02,-1.3225431,,0.041445702,
0,pixar093,run-01,splithalf-01,,-0.028940534,,0.23967957
1,pixar093,run-01,splithalf-01,,-0.58101606,,-0.57713556
2,pixar093,run-01,splithalf-01,,-0.15363091,,-0.46515387
3,pixar093,run-01,splithalf-01,,-0.32270724,,-0.5065154
4,pixar093,run-01,splithalf-01,,-0.4744559,,-0.5286205
5,pixar093,run-01,splithalf-01,,-0.55029625,,-0.22378218
6,pixar093,run-01,splithalf-01,,-0.598873,,-1.2220767
7,pixar093,run-01,splithalf-01,,-0.19720116,,-0.23018822
8,pixar093,run-01,splithalf-01,,-0.2100964,,0.4813649
9,pixar093,run-01,splithalf-01,,1.2603089,,0.46442574
10,pixar093,run-01,splithalf-01,,1.7782952,,0.8199051
11,pixar093,run-01,splithalf-01,,0.47425547,,-0.75195444
12,pixar093,run-01,splithalf-01,,1.4561427,,-0.13228905
13,pixar093,run-01,splithalf-01,,-0.7073096,,-0.21912327
14,pixar093,run-01,splithalf-01,,0.8571354,,0.69343674
15,pixar093,run-01,splithalf-01,,-0.3655064,,-0.40020362
16,pixar093,run-01,splithalf-01,,-0.4782311,,-0.05403886
17,pixar093,run-01,splithalf-01,,-1.5792831,,-1.3469621
18,pixar093,run-01,splithalf-01,,-0.8470294,,-0.6814641
19,pixar093,run-01,splithalf-01,,-0.34469098,,0.32883224
20,pixar093,run-01,splithalf-01,,0.4638734,,0.63746554
21,pixar093,run-01,splithalf-01,,0.94826424,,0.7415754
22,pixar093,run-01,splithalf-01,,0.7070216,,0.6604456
23,pixar093,run-01,splithalf-01,,0.63272476,,0.31942487
24,pixar093,run-01,splithalf-01,,0.45504227,,0.395806
25,pixar093,run-01,splithalf-01,,-0.75013655,,0.10801071
26,pixar093,run-01,splithalf-01,,-0.55117875,,0.39047965
27,pixar093,run-01,splithalf-01,,-0.13324606,,-0.33152965
28,pixar093,run-01,splithalf-01,,-1.3289881,,-0.8413063
29,pixar093,run-01,splithalf-01,,-0.89192754,,-0.8951365
30,pixar093,run-01,splithalf-01,,-0.32825574,,-0.062497742
31,pixar093,run-01,splithalf-01,,-0.8487176,,-0.8047083
32,pixar093,run-01,splithalf-01,,-0.7543341,,-0.86882174
33,pixar093,run-01,splithalf-01,,0.50597185,,0.9640757
34,pixar093,run-01,splithalf-01,,0.76160544,,1.039507
35,pixar093,run-01,splithalf-01,,-0.3274336,,0.5528288
36,pixar093,run-01,splithalf-01,,-0.27955148,,-0.645918
37,pixar093,run-01,splithalf-01,,0.14876442,,0.22361246
38,pixar093,run-01,splithalf-01,,0.82431585,,0.5135352
39,pixar093,run-01,splithalf-01,,0.39506927,,0.3762107
40,pixar093,run-01,splithalf-01,,0.6052478,,0.6845762
41,pixar093,run-01,splithalf-01,,0.7201378,,0.2929095
42,pixar093,run-01,splithalf-01,,-0.09424771,,0.292494
43,pixar093,run-01,splithalf-01,,0.15361755,,-0.1978083
44,pixar093,run-01,splithalf-01,,0.39176252,,0.44729534
45,pixar093,run-01,splithalf-01,,0.102905214,,1.0837564
46,pixar093,run-01,splithalf-01,,0.24879344,,-0.020353753
47,pixar093,run-01,splithalf-01,,0.80094606,,0.70551187
48,pixar093,run-01,splithalf-01,,0.086745754,,0.26090896
49,pixar093,run-01,splithalf-01,,0.55400336,,0.820166
50,pixar093,run-01,splithalf-01,,0.45411998,,-0.8338672
51,pixar093,run-01,splithalf-01,,-0.6366091,,-1.1233251
52,pixar093,run-01,splithalf-01,,-0.7826935,,-0.7830501
53,pixar093,run-01,splithalf-01,,-0.51424396,,-0.35417303
54,pixar093,run-01,splithalf-01,,-0.96329594,,-0.29218572
55,pixar093,run-01,splithalf-01,,0.039072625,,-0.44364667
56,pixar093,run-01,splithalf-01,,0.11046444,,0.38081336
57,pixar093,run-01,splithalf-01,,0.9852613,,0.60773456
58,pixar093,run-01,splithalf-01,,1.1820196,,-0.10669086
59,pixar093,run-01,splithalf-01,,0.9783117,,0.47608733
60,pixar093,run-01,splithalf-01,,0.19803074,,-0.65499175
61,pixar093,run-01,splithalf-01,,-0.00721131,,-0.7158845
62,pixar093,run-01,splithalf-01,,-0.41797146,,-0.30831462
63,pixar093,run-01,splithalf-01,,-0.75539434,,-0.46780244
64,pixar093,run-01,splithalf-01,,-0.27254906,,-0.8798529
65,pixar093,run-01,splithalf-01,,-0.3232442,,0.03971859
66,pixar093,run-01,splithalf-01,,0.34132606,,0.18953547
67,pixar093,run-01,splithalf-01,,-0.39496976,,0.7767933
68,pixar093,run-01,splithalf-01,,0.031607386,,0.47863024
69,pixar093,run-01,splithalf-01,,-0.35456967,,0.022033388
70,pixar093,run-01,splithalf-01,,0.37295818,,0.772669
71,pixar093,run-01,splithalf-01,,0.5862364,,1.0229812
72,pixar093,run-01,splithalf-01,,-0.30305886,,0.0714165
73,pixar093,run-01,splithalf-01,,0.043672454,,0.9050051
74,pixar093,run-01,splithalf-01,,-0.16029406,,0.18514565
75,pixar093,run-01,splithalf-01,,0.05149489,,-0.34265074
76,pixar093,run-01,splithalf-01,,-0.145583,,-0.41414946
77,pixar093,run-01,splithalf-01,,0.13718969,,-0.1897083
78,pixar093,run-01,splithalf-01,,-0.039561838,,-0.28084847
79,pixar093,run-01,splithalf-01,,-0.21443781,,-0.28372055
80,pixar093,run-01,splithalf-01,,-0.12202047,,0.22067098
81,pixar093,run-01,splithalf-01,,-0.710178,,-0.20482215
0,pixar093,run-01,splithalf-02,0.22682409,,0.33971548,
1,pixar093,run-01,splithalf-02,0.85221636,,0.24293312,
2,pixar093,run-01,splithalf-02,0.25463536,,-0.08943196,
3,pixar093,run-01,splithalf-02,0.6843535,,-0.18902533,
4,pixar093,run-01,splithalf-02,-0.2982633,,-0.05792877,
5,pixar093,run-01,splithalf-02,0.47372574,,0.65677917,
6,pixar093,run-01,splithalf-02,-0.032111667,,0.30547372,
7,pixar093,run-01,splithalf-02,0.052276433,,0.94902337,
8,pixar093,run-01,splithalf-02,0.2106649,,0.616745,
9,pixar093,run-01,splithalf-02,0.23668616,,1.2458646,
10,pixar093,run-01,splithalf-02,-0.037687432,,-0.14112194,
11,pixar093,run-01,splithalf-02,-0.42069978,,0.37897706,
12,pixar093,run-01,splithalf-02,-0.17007336,,0.34320122,
13,pixar093,run-01,splithalf-02,0.31088844,,0.8871765,
14,pixar093,run-01,splithalf-02,0.573974,,0.63330114,
15,pixar093,run-01,splithalf-02,0.32206994,,-0.21642151,
16,pixar093,run-01,splithalf-02,0.6587986,,1.0258031,
17,pixar093,run-01,splithalf-02,0.86301863,,1.0755748,
18,pixar093,run-01,splithalf-02,1.0264833,,0.96232164,
19,pixar093,run-01,splithalf-02,1.3426737,,0.88951933,
20,pixar093,run-01,splithalf-02,0.7533654,,0.8691348,
21,pixar093,run-01,splithalf-02,0.26728013,,1.0716865,
22,pixar093,run-01,splithalf-02,0.25000352,,0.38703516,
23,pixar093,run-01,splithalf-02,0.08591209,,0.6255868,
24,pixar093,run-01,splithalf-02,0.7868464,,1.1904705,
25,pixar093,run-01,splithalf-02,0.79696596,,1.0116053,
26,pixar093,run-01,splithalf-02,0.39522305,,0.7759303,
27,pixar093,run-01,splithalf-02,0.7708457,,-0.12487,
28,pixar093,run-01,splithalf-02,-0.14879902,,0.22793396,
29,pixar093,run-01,splithalf-02,0.5254735,,0.6131671,
30,pixar093,run-01,splithalf-02,1.53742,,0.9553849,
31,pixar093,run-01,splithalf-02,1.3909028,,1.0366114,
32,pixar093,run-01,splithalf-02,1.0851333,,1.2211673,
33,pixar093,run-01,splithalf-02,0.41495007,,0.3316612,
34,pixar093,run-01,splithalf-02,0.9556147,,0.7843502,
35,pixar093,run-01,splithalf-02,0.8464769,,0.42952603,
36,pixar093,run-01,splithalf-02,0.39612144,,0.3661282,
37,pixar093,run-01,splithalf-02,0.43726245,,0.37055779,
38,pixar093,run-01,splithalf-02,2.066826,,0.2563166,
39,pixar093,run-01,splithalf-02,0.22684328,,0.68761605,
40,pixar093,run-01,splithalf-02,-0.24320856,,0.32079488,
41,pixar093,run-01,splithalf-02,-0.31045026,,-0.0486973,
42,pixar093,run-01,splithalf-02,-0.294769,,-0.07008838,
43,pixar093,run-01,splithalf-02,0.38940305,,0.24321572,
44,pixar093,run-01,splithalf-02,0.22319269,,0.27784362,
45,pixar093,run-01,splithalf-02,0.024404487,,0.4589843,
46,pixar093,run-01,splithalf-02,0.5822059,,0.46416345,
47,pixar093,run-01,splithalf-02,-0.5344783,,0.5183128,
48,pixar093,run-01,splithalf-02,-0.031063423,,0.026171196,
49,pixar093,run-01,splithalf-02,0.010506531,,0.1949918,
50,pixar093,run-01,splithalf-02,0.19216135,,0.060746945,
51,pixar093,run-01,splithalf-02,-0.17349932,,-0.43673927,
52,pixar093,run-01,splithalf-02,0.2850449,,0.24111994,
53,pixar093,run-01,splithalf-02,-0.79192,,0.51419246,
54,pixar093,run-01,splithalf-02,-0.42464787,,-0.15124609,
55,pixar093,run-01,splithalf-02,-0.22788301,,-0.52083457,
56,pixar093,run-01,splithalf-02,-0.20912628,,0.6419714,
57,pixar093,run-01,splithalf-02,0.42678365,,-0.08894648,
58,pixar093,run-01,splithalf-02,-0.39822438,,-0.8609331,
59,pixar093,run-01,splithalf-02,-0.93644047,,-1.4949491,
60,pixar093,run-01,splithalf-02,-1.7533375,,-1.1766517,
61,pixar093,run-01,splithalf-02,-1.3252155,,-1.3214471,
62,pixar093,run-01,splithalf-02,-1.4999728,,-0.45785332,
63,pixar093,run-01,splithalf-02,-0.71527165,,0.119236186,
64,pixar093,run-01,splithalf-02,0.103401326,,0.46720743,
65,pixar093,run-01,splithalf-02,0.61849964,,-0.15613052,
66,pixar093,run-01,splithalf-02,-0.25375587,,0.26533538,
67,pixar093,run-01,splithalf-02,-0.23853393,,-0.54665136,
68,pixar093,run-01,splithalf-02,-1.5972221,,-0.35680622,
69,pixar093,run-01,splithalf-02,-0.35253787,,-1.1164563,
70,pixar093,run-01,splithalf-02,,,,
71,pixar093,run-01,splithalf-02,-1.5439459,,-0.5369966,
72,pixar093,run-01,splithalf-02,-0.4421188,,-1.0596179,
73,pixar093,run-01,splithalf-02,-0.91026896,,-1.7730507,
74,pixar093,run-01,splithalf-02,0.1124747,,-0.97832286,
75,pixar093,run-01,splithalf-02,-0.2456249,,-1.3369238,
76,pixar093,run-01,splithalf-02,-0.9080861,,-1.7961628,
77,pixar093,run-01,splithalf-02,-1.2998272,,-2.3360996,
78,pixar093,run-01,splithalf-02,-1.8819042,,-2.3890836,
79,pixar093,run-01,splithalf-02,-1.4721962,,-2.818011,
80,pixar093,run-01,splithalf-02,-1.3637747,,-2.2026696,
81,pixar093,run-01,splithalf-02,-1.559963,,-1.728458,
0,pixar094,run-01,splithalf-01,,-0.2861493,,-0.9929453
1,pixar094,run-01,splithalf-01,,-0.35648388,,-0.67020696
2,pixar094,run-01,splithalf-01,,0.20411074,,-1.1736577
3,pixar094,run-01,splithalf-01,,-0.46474257,,-0.6715245
4,pixar094,run-01,splithalf-01,,0.043013167,,-0.78619856
5,pixar094,run-01,splithalf-01,,0.02869985,,-0.96923923
6,pixar094,run-01,splithalf-01,,-1.2837903,,-1.2822816
7,pixar094,run-01,splithalf-01,,-0.42897886,,-0.5419359
8,pixar094,run-01,splithalf-01,,0.48511162,,-0.53429586
9,pixar094,run-01,splithalf-01,,0.6976775,,-0.87973565
10,pixar094,run-01,splithalf-01,,0.35235456,,-0.72364765
11,pixar094,run-01,splithalf-01,,0.24975136,,-0.09546011
12,pixar094,run-01,splithalf-01,,,,
13,pixar094,run-01,splithalf-01,,0.46559572,,-1.0477861
14,pixar094,run-01,splithalf-01,,-0.41117638,,-0.81823254
15,pixar094,run-01,splithalf-01,,-1.3035908,,-0.470033
16,pixar094,run-01,splithalf-01,,-1.0911572,,-0.21255513
17,pixar094,run-01,splithalf-01,,-0.6179504,,-0.51647055
18,pixar094,run-01,splithalf-01,,-0.15356126,,-0.6790749
19,pixar094,run-01,splithalf-01,,-0.666335,,-0.059280924
20,pixar094,run-01,splithalf-01,,-0.60541177,,-0.29287076
21,pixar094,run-01,splithalf-01,,0.17711964,,0.11961071
22,pixar094,run-01,splithalf-01,,1.007328,,0.041201014
23,pixar094,run-01,splithalf-01,,-0.2077358,,0.07895957
24,pixar094,run-01,splithalf-01,,-0.59147644,,-0.22351965
25,pixar094,run-01,splithalf-01,,0.010030031,,-0.20515594
26,pixar094,run-01,splithalf-01,,-0.22657093,,-0.9728699
27,pixar094,run-01,splithalf-01,,-1.237092,,-0.6442172
28,pixar094,run-01,splithalf-01,,-1.2777418,,-1.2661841
29,pixar094,run-01,splithalf-01,,-0.5052188,,-1.335706
30,pixar094,run-01,splithalf-01,,-0.7693278,,-0.85826033
31,pixar094,run-01,splithalf-01,,-0.284066,,-0.92278785
32,pixar094,run-01,splithalf-01,,-0.19463208,,-0.73235494
33,pixar094,run-01,splithalf-01,,-0.5600387,,-0.20292363
34,pixar094,run-01,splithalf-01,,-0.38987184,,-0.8423449
35,pixar094,run-01,splithalf-01,,0.10093931,,-1.3859769
36,pixar094,run-01,splithalf-01,,-0.5821201,,-0.74599993
37,pixar094,run-01,splithalf-01,,-1.1115303,,-0.56236875
38,pixar094,run-01,splithalf-01,,-0.16099219,,0.20780452
39,pixar094,run-01,splithalf-01,,0.69418496,,0.036059678
40,pixar094,run-01,splithalf-01,,-0.1622616,,0.38160616
41,pixar094,run-01,splithalf-01,,-0.50783205,,0.6466088
42,pixar094,run-01,splithalf-01,,-0.28802794,,0.43374377
43,pixar094,run-01,splithalf-01,,0.08509074,,0.19206207
44,pixar094,run-01,splithalf-01,,0.4088087,,0.014063304
